author,authorLink,content,forward,forward,comments,fabulous,time,source
空中三轮儿,https://weibo.com/3920766013?refer_flag=1001030103_,终于有洗车店开门了！做好防护，日子该过还得过！车子该洗还得洗！这么好太阳不洗车干啥呢！有序复工！！加油奥利给！！ 2深圳·信义·嘉御山,,, 7,6,今天14:49,HUAWEI Mate 20 Pro
台湾热点视频,https://weibo.com/5476477921?refer_flag=1001030103_,【幹得漂亮！“黃絲”員工多次罷工，僱主忍無可忍將其解雇】O网页链接“黃絲”工會“白領工會”22日在海外社交媒體直播時指，一名“黃絲”員工因多次罷工，被OK便利店兩次延長試用期，於是向“白領工會”求助。據了解，該名員工在去年9月入職OK便利店，試用期原訂在去年12月屆滿。但該員工在試用期期間，即11月13日至11月17日罷工5天，參與抹黑香港警察的示威活動。於是，OK便利店將其試用期延長至本年2月8日。後來，該員工又參與響應香港黑醫護罷工的示威活動，在1月29日至2月3日再次罷工，於是試用期再被延長至4月。有網友認為，OK便利店兩次延長試用期，其實已經算是給該名“黃絲”員工改過自新的機會了。但是，該員工卻不滿被延長試用期，向“白領工會”求助。該工會於2月12日向OK便利店發信交涉，結果，該員工第二天接到被解雇的通知。許多香港網友聞言都認為OK便利店幹得漂亮：“炒得好！”“十分正常呀！連試用期都沒過就玩兩次罷工，延長試用期已經給過機會了，還找工會搞事，被解雇是活該。”不過，還有許多人認為，OK便利店唯一做的不好的地方就是——炒得太晚。（香港新聞網）圖片來源：臉書“幫港出聲”#香港#香港#香港激进示威者出现恐怖主义苗头##香港激进分子罢买淘宝出奇招##OK便利店##守护香港##守护香港 止暴制乱##香港中通社##日本天皇寿宴如期举行##网红奶茶店复工排百米长队##何君尧##最新疫情地图##新型冠状病毒##口罩##我也支持香港警察##真实的香港#祖国反黑站@香港中通社 ,,,,3,今天14:49,Redmi K20 Pro 真旗舰
微吉州,https://weibo.com/6642214683?refer_flag=1001030103_,#联防联控江西在行动#、#抗疫一线江西党员勇争先# 、#爱心守望情暖赣鄱#、#抗击疫情江西在行动#【穿越云海 千里来复工】O网页链接 L微吉州的微博视频,,,,,今天14:49,微博视频
柊行,https://weibo.com/6522566955?refer_flag=1001030103_,"【中国政府提供帮助, 在华外企有序复工】一个显著的数据是，97%的受访企业认为，自己的企业对疫情产生的潜在经济影响有着充分的了解，并且采取了很好的应对措施，而这些外国企业的总公司，也随时准备提供所需的任何帮助。同时有93%的受访者相信，中国政府机构可以为他们提供帮助，应对疫情带来的潜在经济影响。L直新闻的微博视频 ",,,,2,今天14:49,HUAWEI Mate 10
清新雨城,https://weibo.com/3150727772?refer_flag=1001030103_,当前是疫情防控最吃劲的时期，为确保高标准农田建设项目能够按时、保质、保量完成，区农业农村局在做好疫情防控的基础上，倒排工期，抢抓春季施工有利时间，加快推进工程进度，争取尽早高质量完成项目任务。加强组织领导雨城区农业农村高度重视高标准农田建设项目的复工工作，由分管领导主持召开了复工专题会议，对高标准农田建设项目复工作了具体安排部署，就做好复工防疫物资储备、复工人员前期管理、抓好复工期间疫病防控、加快推进工程建设等方面做了具体措施，为工程项目有序复工提供有力的组织保障。做好疫情防控防疫期间安排专职防控人员，负责日常疫情防控工作。要求全员佩戴口罩、每日检测体温2次、对建设工地和办公区等重点区域消毒2次，以及为施工人员办理工作证、车辆通行证，对往来施工车辆进行消毒，督促建立健康台账，每日记录健康情况，做到不留防控死角，防疫施工两不误。有序恢复生产区农业农村局在做好疫情防控及复工前安全管理措施的基础上，抢抓工期，加快进度，全力以赴推进高标准农田建设项目，争取尽早高质量完成项目任务。目前正在对草坝镇清溪村山坪塘进行施工。高标准农田建设是保障国家粮食安全的关键举措，是实施乡村振兴的重要基础。据统计，全区2019年高标准农田建设项目将建设完成1.5万亩高标准农田，将进一步提升粮食产能。具体为将建设干道8.9千米，建设支路12千米，渠道建设12千米，山坪塘7座，蓄水池9口，节水灌溉190亩，平整土地112亩，改良土地4400亩，绿色防控4800亩。通过开展土地平整、土壤改良、灌溉与排水、田间道路等工程建设，项目区将达到土地平整、集中连片、设施完善、土壤肥沃、生态良好等标准，极大改善农田基础设施条件，全面提高农田综合生产能力。@雅安同城 @川报雅安 ,,,,,今天14:49,微博 weibo.com
喁奀,https://weibo.com/2164278034?refer_flag=1001030103_,任嘉伦今天是复工搬砖第一天，也是粉上哥哥的第N天。（记不得N是多少了）。听说同事里有几个都被哥哥圈粉了，真是开心。我的嘉伦就是这么优秀，爱了爱了。可惜公司电脑桌面不能直接放哥哥的照片，毕竟不能影响工作。和哥哥一起努力，认真生活，认真学习，认真工作，成为一个优秀的嘉人！ 2贵阳·摩根中心 ,,,,6,今天14:49,任嘉伦超话
W-毛毛_,https://weibo.com/3768871322?refer_flag=1001030103_,#鸡汤蒋##我们都爱鸡汤蒋#提前一天复工的鸡汤视频有点长，建议带耳机食用。@鸡汤蒋 哥，以后调太高的咱就不要放在晚上唱了好吗，自己都把自己唱笑了可还行。咱能不能找一天白天的时候播，给大家来个音乐会啥的（前半段弹幕没有遮挡，因为大家刷得很好看呀，希望下次鸡汤唱歌的时候弹幕也是齐刷刷的爱心。）❤️🧡💛💚💙💜🖤❣️💕💞💓💗💖💘💝 LW-毛毛_的微博视频 ,,, 2,,今天14:49,🐰💜iPhone客户端
大美织金,https://weibo.com/3848737396?refer_flag=1001030103_,【把时间抢回来 把损失补回来】织金：政企合力助力复工复产 多措并举解决燃“煤”之急库存量从黄色预警线的5.4万吨上升到1000余吨，再到日产量2万余吨……连日来，国电织金电厂电煤库存稳步提升，电煤供应紧张严峻形势逐步缓解。“得益于织金县政企合力抗击疫情、助力复工复产的实际举措，织金电厂才能有效规避缺煤停机风险，有力保障广大市民生产生活用电需求。”国电织金电厂运行部主任闵国江说。据了解，国电织金电厂装机容量2×660MW，单日双机组发电最高可达2400万千瓦时，每日发电耗煤量超过1万吨。受新冠肺炎疫情影响，煤矿企业复工复产存在人员、运输、安全等困难，新增煤源无法保障，国电织金电厂只能靠库存煤发电，库存量从春节前的24.6万吨急速下滑至5.4万吨，已严重低于火电厂一周存煤的黄色预警线，即将面临缺煤停机风险。面对电煤库存告急严峻形势，我县快速响应，认真分析研判电煤保供形势，统筹推进煤矿企业复工复产、安全生产验收和疫情防控工作，及时帮助煤矿企业协调解决各种困难，通过帮助煤矿企业复工复产新增煤源、打通电煤运输绿色通道、统筹兼顾电煤供应等措施，逐步恢复县域煤炭产能，迅速解决疫情期间电煤供应问题，及时为织金电厂补上电煤“缺口”，多措并举解决国电织金电厂燃“煤”之急。“我们公司严格把好‘进出关’，做好人员排查、监测管理、分批上班、错峰就餐、区域消毒等工作，为坚决打赢疫情防控阻击战提供了有力的用电保障。”闵国江说，疫情防控期间，为坚决扎紧防疫保电立体网，国电织金电厂把休息班人员充实到运行班组，实行五班三倒，二十四小时不间断倒班，确保机组安全稳定运行，全面做好防疫和保电工作。在疫情防控的关键时期，织金县在做好疫情防控工作的前提下，第一时间协调解决企业存在困难，全力支持和组织推动符合条件的生产企业复工复产，做好疫情防控和推动企业复工复产两篇文章，统筹推进经济社会平稳健康发展，为打赢疫情防控阻击战和脱贫攻坚战“保驾护航”。（王春府 朱晔 ）O【把时间抢回来 把损失补回来】织金：政企合力助力复工复产 多措并举解决燃“煤”之急 , 1, 1,,,今天14:48,专业版微博
长沙快播,https://weibo.com/5878825233?refer_flag=1001030103_,#长沙身边事# 【#网红奶茶店复工排百米长队#，店员对每位顾客测量体温手部消毒】2020年2月24日，湖南长沙茶颜悦色奶茶店复工，顾客们在店前排起长队。因正处疫情期间，奶茶店采取排队间距2米的措施，站标线定位，工作人员及时对购买顾客测量体温。顾客说，太想喝了，队伍排得再长也没关系。 L一手video的秒拍视频 ,,,,,今天14:48,微博 weibo.com
醉美邛崃,https://weibo.com/1702183970?refer_flag=1001030103_,【别大意！再等等，还没到摘口罩扎堆的时候~】疫情拐点尚未到来，病毒变化形式还在“花样翻新”，复工复产并不代表疫情过去，大家还是继续做好防护，尽量待在家里哦！戴口罩，少聚集！再等等！为了所有人！#别扎堆#O别大意！再等等，还没到摘口罩扎堆的时候~, 1, 1,,,今天14:48,微博 weibo.com
速达现场,https://weibo.com/7304109942?refer_flag=1001030103_,仅仅过了一个年，很多人开始集体“云办公”，随时就地硬核开工的“家里蹲”工作成为新趋势。数据显示：160万人涌入支付宝云复工。你会愿意做一份仅需一台电脑就可以上手的工作吗？#家门口的工作成就业新趋势# L速达现场的微博视频,,, 3,1,今天14:47,微博视频
成都微博房产,https://weibo.com/6030176299?refer_flag=1001030103_,#成都楼市观察# 【成都最新通告！餐饮、商场等需实施预约服务，公园、景区等有序开放！】据成都市新型冠状病毒肺炎疫情防控指挥部：26日起，四川应急响应调整为二级，为落实国家和省关于分区分级差异化防控和精准复工复产的统一部署，现就成都市有关事宜通告如下。#楼盘动态#, 1, 1,,2,今天14:46,iPhone客户端
陈雪v博,https://weibo.com/1784742491?refer_flag=1001030103_,【等待花开春妆】桃红复含宿雨，柳绿更带春烟。大家对今年的春天，应该更有所期待。假睫毛:crowncat 35号眼影:3CE#BEACH MUSE+CLIO#02眉笔:植村秀砍刀#02染眉膏:KISSME#07腮红:3CE#PEACH CRUSH高光:BECCA口红:欧莱雅#N601唇釉:RMK#EX-02#陈雪妆容教室[超话]##复工后化的第一个妆容##三月春妆俏##开春妆容##假睫毛##睫毛##画好眉毛到底有多重要##眼影# ,,, 13,16,今天14:46,
南网50Hz,https://weibo.com/2053782235?refer_flag=1001030103_,【如何为企业省下300万用电成本？我们有办法！】近日，贵州铜仁思南县各企业陆续复工复产。南方电网贵州铜仁思南供电局走进西南水泥厂、新丝南服装厂，实地了解企业复工复产用电需求，帮助排查用电安全隐患，并宣传疫情防控期间的“欠费不停供”政策。2月1日至6月30日，供电局对工商业及其他电价类别的电力用户，统一按原到户电价水平的95%结算电费，预计为企业减少用电成本302.94万元！#抗击疫情 央企行动# @国资小新 @中国电力报 , 5, 5, 11,19,今天14:46,微博 weibo.com
昆明市生态环境局,https://weibo.com/3806199621?refer_flag=1001030103_,"【拉玛·兴高调研高新区、经开区部分医药企业时提出 防控复工两手抓 努力实现经济发展目标】1月21日,昆明市人大常委会主任拉玛·兴高带队调研高新区、经开区部分医药企业时强调,医药企业要加大云南特色医药产品的研发力度,为打赢疫情防控阻击战作出新贡献,做到疫情防控、复工复产两手抓、不松懈,努力实现今年经济发展预期目标。拉玛·兴高察看昊邦医药集团医学影像诊断中心和物资储备仓库,了解企业防控、复工复产情况。疫情发生后,昊邦医药集团被列为云南省新冠肺炎疫情捐赠物资储备库、省市两级疫情防控物资供应保障储备(配送)企业。集团累计组织采购到库各类防疫物资12批次,为云南赴湖北医疗队、全省各级定点医疗机构等提供全天不间断的防疫物资收储、运输、配送服务。在加强疫情防控基础上,集团下辖的医药工业制造、商业流通、物流、零售、医学影像中心等均复工复产。在云南一心堂药业集团股份有限公司,调研组了解公司生产和物流配送情况。春节期间,公司紧急召回员工,满负荷生产,全力提供防控药品、物资。1月21日至2月20日,发出约60万件防疫物资。下属子公司鸿翔中药科技公司开足马力生产中药饮片保供应。预计公司新设的2条医用口罩生产线3月10日投产,可日产口罩10万只以上。此外,市医保局已对全市17个医保经办机构拨付备用金5.2195亿元,用于对新冠肺炎救治的医疗保障。实施特殊医保报销政策,确保患者不因费用问题影响及时就医,指导督促药品配送企业保障防控物资及时足额配送。拉玛·兴高提出,疫情防控工作不能松懈,特别是医药物资供应保障要充足到位。医药企业要不断提高研发能力,更好地发挥云南药品的优势和特色,坚决打赢疫情防控阻击战。各地要用好我市提高防控物资保障能力、减轻企业负担、促进复工复产等方面的政策措施,细化方案,在打好疫情防控阻击战的同时,全力帮助企业尽快复工复产,努力拉动今年经济增长。O网页链接 ",,,,,今天14:46,360安全浏览器
肥仔他媳妇儿,https://weibo.com/2487412141?refer_flag=1001030103_,早餐肥仔最近两天特别嗜睡，早上从被窝给他揪起来，等我拍照的功夫拿着叉子又趴下了😂面包吃了一个说这面包太扎实了，饱了。哪里扎实？我吃了三个真rangca！冰箱里备好各种主食，早餐就会变得特别快手，马上复工了，包子馒头面包饺子锅贴烧饼鸡蛋饼葱油饼做起来，都塞冰箱心里就踏实了，怕是上辈子经历过饥荒 ,,, 3,1,今天14:46,iPhone客户端
九江共青城发布,https://weibo.com/2867360410?refer_flag=1001030103_,#联防联控九江在行动# 【穿越万里，迎你归来】 新冠肺炎疫情发生以来，市人社局积极行动，坚持一手抓疫情防控，一手抓服务企业招工，通过提供防疫物资、春风行动网络招聘会、进村组社区招聘、“点对点专车接送复工人员”等实招，努力实现疫情防控和招工稳岗两不误，助力企业有序复工复产。2月25号，在南昌西客运站的停车场，6辆42座的客运大巴整齐地停在站内，车身上张贴的“共青城市复工返岗人员接送专车”引人注目。这些车都是共青城市人社局出资承包的专车，用来接送亚华电子材料有限公司114名外省返岗工人。为了安全起见，每辆车最多不超过20个人，间隔1米以上。员工在上车前都进行了体温测量，下车后在红十字医院进行了健康体检。此外，市人社局还变身“红娘”，积极搭建企业与老百姓的供需平台，带企业入乡村宣讲招聘，包车接送员工入职，让企业与务工人员实现无缝对接。截止到目前，人社局工作人员开私家车、单位包车共为园区企业接送250人次进企业了解招工信息。接送100人次新入职员工点对点专车接送120人次。返岗复工人员其中亚华电子材料有限公司占比最大。经过一系列稳岗招工措施，亚华电子材料有限公司复工率达70%，目前公司有1100多名员工，对于这样一个劳动力密集的企业，相关部门要求公司要严格落实疫情管控要求。此外，共青城市人社局通过上门入企对接用工需求，开通“春风行动网络招聘会”，推出5000多个就业岗位，已为企业招工600多人，同时，对园区生产防疫物资的复工企业，每人补助1000元，多措并举稳岗招工，助力企业复产复工。 , 9, 9, 9,44,今天14:46,iPhone客户端
太原交警,https://weibo.com/1794749693?refer_flag=1001030103_,【加强队列训练 提高警容风纪】为保障复工复产的有序推进，保证市民正常的出行安全顺畅，进一步展现交警队伍的良好形象，@太原交警小店二大队 民警加强队列训练，提高警容风纪。以严整的警容，良好的警姿、过硬的警风和饱满的热情投入到工作中。#疫情当前警察不退# #同心抗疫为爱护航#, 1, 1,,2,今天14:46,360安全浏览器
新闻360,https://weibo.com/1764647261?refer_flag=1001030103_,【众彩物流日均配菜8吨 四十多家企业用餐无忧】南京众彩农副产品配送有限公司作为农服务流对外服务的窗口。自2020年1月30日起，就开始为企业配送生活必需品，保证企业食堂每天正常供应。公司负责人告诉记者，随着近期企业陆续复工复产，他们的配送量也在不断攀升，日均配菜8吨左右。 L新闻360的微博视频 ,,, 2,1,今天14:45,微博云剪
检察日报,https://weibo.com/3183107112?refer_flag=1001030103_,"#共同战疫公益海报#【企业复工，送上法律""及时雨""】""刚复工，很多新政策、新规定都不太了解，你们的讲解太有用啦！""江西省南昌市青山湖区检察院检察官到复工企业走访，调研复工复产情况，尽可能为企业提供更多的法律帮助，同时征求了公司对检察机关提供精准服务的意见。#检察机关众志成城抗疫情#", 11, 11, 4,7,今天 14:45 转赞人数超过10,微博 weibo.com
垫江发布,https://weibo.com/2692536274?refer_flag=1001030103_,#抗击疫情 垫江在行动#自我县企业开始复工复产以来，县就业人才局分批次收集到县内48家企业提供的1583个岗位需求。鉴于当前新冠肺炎疫情对市民求职和企业用工的影响，该局及时通过网络平台进行了广泛发布，并积极组织网络招聘、远程电话面试等，拓宽广大市民求职报名的就业门路。,,,,,今天14:45,微博 weibo.com
南昌人南昌事儿,https://weibo.com/5543512579?refer_flag=1001030103_,#南昌身边事# 【往返2700公里！南昌公交前往重庆接工人返昌】 南昌公交洪城汽运公司承接的首条跨省复工专线，从南昌发往重庆永川，接回南昌地铁项目部的20多名返岗工人，本次专线全程2700公里，行程时间预计32小时。为做好疫情防控，车内人员空位实行交叉坐，并将严格佩戴口罩，车内最后两排还设置了隔离座位。L今视频video的微博视频 ,,, 1,4,今天14:45,
柳州市文化广电和旅游局,https://weibo.com/1960841823?refer_flag=1001030103_,【广西机场管理集团助力复工复产15条措施】为深入贯彻落实自治区党委、政府关于支持打赢疫情防控阻击战促进经济平稳运行的有关决策部署，广西机场管理集团紧紧围绕疫情防控和稳增长目标，积极履行社会责任，出台15条“免、减、补、降”措施助力复工复产。具体内容如下↓↓,,,,,今天14:45,微博 weibo.com
埇桥教育,https://weibo.com/3307503492?refer_flag=1001030103_,#埇桥教育疫情防控# 【比面对疫情更危险的，是放松警惕】在全市人民的共同努力下，宿州市疫情防控阻击战取得了阶段性的成效。然而，这并不是最终的胜利......卡点撤销是为了复工复产保民生，部分道路减轻出行管制是为了畅通交通，方便出行，并不是疫情结束!新冠肺炎疫情形式依然严峻，@苗安中心小学 呼吁大家千万不要放松警惕！ L苗安中心小学的微博视频 , 1, 1,,7,今天14:45,HUAWEI Mate 9
北京卫视,https://weibo.com/1779837945?refer_flag=1001030103_,#全民抗疫特别节目# 复工后办公环境应以清洁为主，预防性消毒为辅。Ps.别忘了个人办公区域应该大于2.5平方米。#北京卫视疫情防控特别行动# L北京卫视的秒拍视频, 1, 1,,1,今天14:45,微博 weibo.com
平安平罗,https://weibo.com/1971339952?refer_flag=1001030103_,银西高铁陕西段铺轨工程全面复工2月26日10时30分，在陕西省咸阳市礼泉县，随着钢轨被平稳准确安放在一根根整齐的轨枕上，标志着银西高铁陕西段铺轨工程全面复工。新冠肺炎疫情发生以来，中铁一局新运公司银西铁路陕西段项目部制定了疫情防控方案和复工组织计划，严格落实项目驻地、职工宿舍、食堂等工作和生活区域清洁消毒措施，对返岗人员进行核酸检测，做好体温量测、信息登记、防疫宣讲，提高安全防护意识，划小作业单元，最大限度避免人员聚集，确保安全有序恢复生产。银西高铁陕西段铺轨工程自2019年11月28日启动，采用国内最先进的CPG500型铺轨机组，可自动完成轨排组装、换轨等工序。目前，已完成有砟轨道铺设41.957公里，计划于2020年6月30日完成全线326.7公里的铺轨任务。此外，银西高铁咸阳渭河特大桥四线段、新永寿梁隧道等重点控制性工程也将于近期陆续恢复施工。（宁夏日报记者　李徽/文　中铁一局新运公司供图） ,,,,,今天14:45,专业版微博
南昌交警,https://weibo.com/2579336842?refer_flag=1001030103_,"#疫线故事# 【红谷滩大队二中队多措并举路面保畅和内务防控两不误】 为深入贯彻落实交管局疫情防控工作视频调度会精神，结合企业复工复产路上交通流剧增的实际情况，红谷滩大队二中队狠抓勤务落实、紧盯重点区域、筑牢内务防控确保辖区道路畅通和内务防控到位两不误。 一、高峰时段，庐山南大道、丰和北大道、赣江北大道沿线主要路口，警力路中指挥，提高见警率。二、平峰时段，强化对堵塞消防通道、占用盲道、占用网格线及商场周边巡逻，提高管事率，确保畅通。三、红谷滩大队中队设置门岗，严格落实“两查一测”，做好登记台账,确保内务防控到位。@公安部交通管理局 @江西公安 @江西省公安厅交通管理局 @南昌公安 @南昌同城 @江南都市报 @南昌新闻 ",,,,1,今天14:44,专业版微博
西瓜花露水,https://weibo.com/1909371413?refer_flag=1001030103_,#复工后化的第一个妆容#我也不知道明明天天戴口罩我为啥还要涂个口红导致我的口罩都是这样的,,, 2,5,今天14:44,肖战哈尼的iPhone XR
世界腾冲___天下和顺,https://weibo.com/2130981932?refer_flag=1001030103_,#加强疫情防控 云南在行动# 《腾冲市疫情应急指挥部关于“外防输入”做好精准防控工作的通告》 随着腾冲复工复产的全面恢复，来（返）腾人员越来越多，为全面贯彻落实好中央统筹推进新冠肺炎疫情防控和经济社会发展工作部署会议精神，统筹抓好我市疫情防控和经济社会发展工作，两手抓、两不误。按照“外防输入”的防控要求，结合腾冲实际，现将有关事项通告如下： O腾冲市疫情应急指挥部关于“外防输入”做好精准防控工作的通告 ,,,,,今天14:44,Android
呼和浩特吃喝玩乐频道,https://weibo.com/5217486612?refer_flag=1001030103_,#呼和浩特爆料# 【好消息！即日起呼和浩特全面推行审批“网上办+同城寄”】从呼和浩特市行政审批和政务服务局了解到，为进一步做好疫情精准防控，促进企业有序复工复产，恢复经济社会秩序，切实做到疫情防控和生产发展两手抓、两不误，即日起，呼和浩特市行政审批和政务服务局全面推行“网上办+同城寄”。据了解，企业或申请人只需将申办要件扫描上传至网上审批平台，拨打11183 邮政快递上门取件或到就近邮政网点自行邮寄，将纸质材料寄送至呼和浩特市赛罕区敕勒川大街6号（呼和浩特市行政审批和政务服务局综合受理窗口），即可等待审批结果。同城快递件邮政公司会在1个工作日内送达至该局，该局设立的专门受理窗口收到相关纸质材料后，窗口工作人员将对相关材料进行审核，如申请材料完整、符合审批条件的，1 个工作日内将予以受理。事项办结后，邮政公司会自动获取揽件信息，并在1个小时内领取审批结果并寄出，真正做到办事全程“不见面”。对于申办人或企业，“邮寄办”的福利 还延伸至“寄送审批结果免费”，让大家真正感受首府营商环境的温暖和便捷。该局工作人员提醒，邮寄申报材料时，请务必在邮寄的材料中留下联系人姓名、手机号码和通讯地址，以便他们更好地为企业或申请人服务，并能及时准确地将审批结果寄达。 , 2, 2, 3,3,今天14:44,360安全浏览器
健康曲靖,https://weibo.com/2592713452?refer_flag=1001030103_,#众志成城 团结奋进 抗击疫情# 【3月6日起，曲靖恢复全市机动车驾驶人考试！】关于全面恢复交管窗口业务的公告广大机动车车主、驾驶人和驾驶人考生朋友：为保障和服务企业复工复产，方便群众办理车驾管相关业务，按照上级有关通知要求，曲靖市公安局交通警察支队于2020年2月25日起，全面恢复交管窗口业务，现将有关事宜公告如下：一、恢复窗口业务。全市各级公安交通管理部门车辆管理所、交通违法处理窗口、车驾管便民服务站、机动车检测站全面恢复机动车登记、检验、交通违法处理等业务。二、设置疫情防控“应急窗口”。继续开通绿色通道、服务热线，对疫情防控、生活必需品运输、运送返岗复工复产的车辆和人员，实行“应急窗口”快速办理交管相关业务，提供通行便利保障。三、恢复驾驶人满分教育、审验教育的现场教育学习业务。自2020年2月25日起，恢复驾驶证被扣9-11分和12分以上的现场教育学习业务，参加现场教育学习的驾驶人可通过“交管12123”手机APP或互联网交通安全综合管理服务平台（O网页链接）网上预约。四、恢复机动车驾驶人考试业务。自2020年3月6日起，恢复全市范围内机动车驾驶人考试（包括科目一至科目三安全文明常识、大中型客货车实习期满考试、满分学习考试）。汽车类初领、增驾的考生通过互联网自主预约考试，摩托车类、军警、境外换证、满分等考试的，可直接到相应公安车管窗口办理预约考试。五、持续推行“网上办、自助办、延期办”。疫情防控期间，请大家毫不放松做好自身安全防护，对需办理机动车选号、补（换）领机动车号牌、补（换）领行驶证、补领检验合格标志、变更机动车联系方式、免检车辆申领检验合格标志、申请临时号牌、备案非本人机动车以及驾驶证遗失补证、损毁换证、期满换证、超龄换证、变更驾驶人联系方式、提交驾驶证证件照片、延期换领驾驶证、延期提交身体证明、延期驾驶证审验的，建议尽量选择通过“交管12123”手机APP或登录“互联网交通安全综合管理服务平台”（O网页链接）网上申请和办理，邮寄方式送达。公安交管部门已推出的疫情防控期间驾驶证审验换证、机动车检验等业务“延期办”政策继续适用，对驾驶证逾期未换证、未审验、机动车逾期未检验等情形，不予进行处罚，具体恢复期限将根据疫情变化情况另行确定。六、窗口业务办理温馨提示。1、请您遵循“一事一人”的办理原则，无关人员请勿陪同；2、请您确认近期未到过疫情高发区，且未与疫情高发区人员接触；确认近期无发热、干咳等新冠肺炎症状，如有谎报、瞒报情形，将按照相关法律追究责任；3、请您一定配合工作人员，做到自觉测量体温、扫码登记信息并佩戴口罩！人与人之间至少保持1米以上距离，按照工作人员要求就坐，业务办好后，立即离开办公场所，严禁聚集和逗留；4、请您保持办公场所环境整洁，严禁乱扔纸巾、口罩或其它垃圾；5、请您不要轻信非法中介，谨防上当受骗。七、窗口业务办理咨询电话。网办业务：0874-8079345；考试业务：0874-8078807，8077156；驾驶人及“两个教育”业务：0874-8079312；机动车业务：0874-8079323；麒麟大队：0874-3511855；宣威大队：0874-7137766；会泽大队：0874-5685160；富源大队：0874-4612383；马龙大队：0874-8883128；师宗大队：0874-5757463；陆良大队：0874-6261839；罗平大队：0874-8227189；沾益大队：0874-3163322。因疫情防控工作需要，请您理解和支持！我们将竭诚为您服务！（曲靖市公安局交通警察支队 2020年2月25日） , 1, 1,,,今天14:44,微博 weibo.com
保定应急管理,https://weibo.com/3989887421?refer_flag=1001030103_,【高阳县县长闫向阳检查指导企业复工复产工作坚持防控发展两手抓】2月26日，高阳县县长闫向阳一行到一线检查指导，在确保做好疫情防控的前提下推动纺织、汽车农机配件、电器电料等产业有序复工复产。闫向阳一行每到一家企业，都仔细查看疫情防控流程环节，详细了解企业生产情况，叮嘱企业要坚决担负起疫情防控的主体责任，叮嘱乡镇和部门负责同志，要根据每一家企业的实际情况，选派好驻厂员，有针对性地一对一进行帮扶指导。闫向阳强调，必须清醒地看到，疫情防控形势依然严峻复杂，绝不能有半点麻痹思想。要在确保防控疫情绝对安全的前提下，按照“分类、分批、安全、有序”的要求，有力有序科学地推动企业复工复产，奋力夺取疫情防控和经济社会发展的“双胜利”。高阳县委常委、常务副县长蒋东方，副县长孙云龙陪同检查。 ,,,,,今天14:44,专业版微博
阿枝枝-,https://weibo.com/1688384415?refer_flag=1001030103_,#复工后化的第一个妆容# 了解一下口罩在脸上刮来刮去碰了粉底之后有多恶心好吗化妆+戴口罩=长痘=花更多的钱不过我每天画鼻子以上中午吃饭就你也只画了一半啊 我也是,,, 9,5,今天14:43,
陕西网,https://weibo.com/3624248184?refer_flag=1001030103_,#陕西复工复产# 【银西高铁陕西段建设有序复工】近日，银西高铁陕西段铺轨工程在做好疫情防控的同时有序复工。西安至银川高速铁路是国家中长期铁路网规划中“八纵八横”高铁网的重要组成部分，是连接关中城市群和宁夏银川的便捷通道。新华社记者 张博文 摄 （陕西发布）#战疫情陕西在行动#, 1, 1, 2,1,今天14:43,Android
文明安顺开发区,https://weibo.com/3495630685?refer_flag=1001030103_,#健康发布#【住宿业、餐饮业服务需要面对面接触，如何引导此类企业安全复工复产？】住宿餐饮等生活服务业需要面对面提供服务，有些还有人员聚集的特点。复工复产要安全有序，要按照“分区分级、精准防控”的原则对低风险地区全面恢复生产生活秩序，取消不合理的限制；对中风险地区，疫情防控与复工复产同步推进，尽量减少人员聚集；对高风险地区要严格管控，逐步复工复产。商务部已经对在做好防疫工作的前提下推动商务领域企业有序复工复产作出了安排部署，其中就包括对住宿和餐饮业的安排。我们布置全国商务部门帮助企业解决复工复产中出现的问题，包括协调有关部门加强防护用品的配备、放开货运物流的限制，会同国家卫生健康委印发了零售餐饮企业疫情期间经营服务防控的指南，对经营服务规范、场所环境、服务提供、设备管理、外卖服务等方面作出了安排；积极发挥行业中介组织的作用，支持饭店行业协会等制定酒店客房防疫自律公约实施指南，餐饮商户食安防护行动指南，并向地方商务主管部门进行了转发。这些措施既为企业复工提供了安全指引和相关保障，也增强了消费者信心。从我们监测到的情况看，目前餐饮住宿业都在逐步的复工，企业收入也有所回升。我们重点联系的20家大型连锁餐饮企业复工率已经达到57%；住宿业的复工率也已经达到50%以上。 L健康中国的微博视频 ,,,,,今天14:43,360安全浏览器
垫江发布,https://weibo.com/2692536274?refer_flag=1001030103_,#抗击疫情 垫江在行动#为保障疫情防控期间企业复工复产顺利进行，连日来，县法院“企业复工司法服务组”联合县工商联、工业园区管委会等部门，深入我县部分企业开展走访活动，为我县复工复企业提供“精准”法律服务。截至目前，已走访企业13家，收集法律需求意见4条。,,,,,今天14:43,微博 weibo.com
江干发布,https://weibo.com/5184397402?refer_flag=1001030103_,#共同抗疫#【最特别的灯光秀！“杭州健康码”在钱塘江畔亮起！】钱江新城新版灯光秀上线，内容主题紧扣疫情防控与复工复产，通过“杭州健康码”“爱心”“口罩”等符号画面，鼓励大家同心协力抗击疫情。播放时间：每周二、五、六18:30、19:30各一场。一起来看看吧~ L江干发布的微博视频, 7, 7, 5,9,今天14:42,微博 weibo.com
