author,authorLink,content,forward,forward,comments,fabulous,time,source
蛛网搜奇趣,https://weibo.com/6270098657?refer_flag=1001030103_,潜龙爆料幽默话题大韩航空客舱乘务员确诊新冠肺炎，仁川国际机场操作中心于O25日下午5点关闭 。#新冠肺炎##韩国##韩国疫情##蛛网搜奇趣##蛛网搜奇趣话题##杭州##我的大余杭# L蛛网搜奇趣的微博视频,,, 1,,1秒前,潜龙爆料幽默话题超话
新华视点,https://weibo.com/1699432410?refer_flag=1001030103_,#新型冠状病毒感染肺炎#【#疫情防控分区分级精准施策#】在25日召开的#国务院联防联控机制#新闻发布会上，国家发展改革委社会司司长欧晓理表示，目前各地疫情发展态势不尽相同，需要分类指导、精准施策。所谓分区、分级、精准复工复产，就是对湖北省、北京市以外的地区依据疫情严重程度，以县级为单位划分为低风险地区、中风险地区和高风险地区三类。 L新华视点的微博视频 , 37, 37, 55,98,0秒 转赞人数超过100,微博视频
志愿者,https://weibo.com/3473476590?refer_flag=1001030103_,当80后90后纷纷请战一线，00后也在尽己所能为防疫作贡献：护士陈玉婷赴湖北一线抗疫；各地00后大学生报名成为志愿者；海外留学生组建志愿者团队，为抗疫筹集物资……曾经被守护的孩子，如今已长大成人。#众志成城抗疫情#，为他们点赞！（人民日报）,,,,,1秒前,微博搜索
健康中国,https://weibo.com/2834480301?refer_flag=1001030103_,#健康发布# 【截至2月24日24时新型冠状病毒肺炎疫情最新情况】2月24日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例508例，新增死亡病例71例（湖北68例，山东2例，广东1例），新增疑似病例530例。当日新增治愈出院病例2589例，解除医学观察的密切接触者15758人，重症病例减少789例。截至2月24日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例47672例（其中重症病例9126例），累计治愈出院病例27323例，累计死亡病例2663例，累计报告确诊病例77658例，现有疑似病例2824例。累计追踪到密切接触者641742人，尚在医学观察的密切接触者87902人。湖北新增确诊病例499例（武汉464例），新增治愈出院病例2116例（武汉1391例），新增死亡病例68例（武汉56例），现有确诊病例43369例（武汉34691例），其中重症病例8675例（武汉7647例）。累计治愈出院病例18854例（武汉10337例），累计死亡病例2563例（武汉2043例），累计确诊病例64786例（武汉47071例）。新增疑似病例373例（武汉282例），现有疑似病例2292例（武汉1529例）。累计收到港澳台地区通报确诊病例121例：香港特别行政区81例（出院19例，死亡2例），澳门特别行政区10例（出院6例），台湾地区30例(出院5例，死亡1例)。 , 467, 467, 936,6881,今天08:54,微博 weibo.com
微博媒体,https://weibo.com/5361563575?refer_flag=1001030103_,#等到能摘下口罩那一天#【战“疫”夫妻：万般思念一“线”牵】#天下英雄城南昌# 占雪琴是南昌市第三医院的一名工作人员，疫情期间，她每天都要对进入医院的病人及家属进行体温检查和信息排查，严格把好医院的“第一道防线”。而占雪琴的丈夫吴晓昇，早已作为南昌市第三医院第五批援助湖北医疗队队员奔赴武汉战“疫”一线。闲暇之余，他们只能通过视频聊天的方式聊上几句。 L南昌广播电视台的微博视频 ,,,,1,6分钟前,iPhone客户端
溪边笛,https://weibo.com/1204642693?refer_flag=1001030103_,"因疫情而落难的南县哥，今天，在岳阳爱心人士的帮助下，带着爱，乘上了回家的""专车""，我们祝他一路平安！ 2岳阳·岳阳火车站 L溪边笛的微博视频",,,,,5秒前,HUAWEI P10 Plus
吉林交通广播,https://weibo.com/1274460913?refer_flag=1001030103_,【#防疫期小偷商场内安家# 自己做饭又吃又喝住了十几天】2月20日，安徽铜陵民警在一商场抓获盗窃嫌疑人吴某。经查，2月份以来，吴某先后多次潜入该商场盗窃食品和财物。据嫌疑人交代，因疫情商场关闭无人，他进入商场后就直接翻到柜台里，找吃的、喝的，还给自己做饭，差不多在那里住了十几天，直到民警将其抓获。L有料的秒拍视频 ,,,,,6秒前,iPhone 7 Plus
欧美才俊艺术俱乐部,https://weibo.com/2925088735?refer_flag=1001030103_,Treatment in Art 我以前也写过关于这幅作品的文，但是还是停留在画面上。几年之后疫情当下再去感悟又是另外一片天地。所以理解了书是可以反复读的意义。小白杏从古至今要求的不高，无非是一口饭，一口气。和中堂说了，你让他出来这口气，园子照修不妨事 O绿洲,,,,,6秒前,绿洲APP
吕颂贤,https://weibo.com/1341748274?refer_flag=1001030103_,和我一起参与#窗边的勇气#，和@亚洲动物基金 一起为爱接力，让爱蔓延，希望疫情早日过去，让我们一起为特殊时期奋斗在一线的人们加油💪🏻，中国加油💪🏻！ 评论配图,,,,,8秒前,
陕西新鲜事儿,https://weibo.com/2643743024?refer_flag=1001030103_,【乖巧.jpg！杭州#老人一人一个车位晒太阳#】为配合疫情防控，杭州拱墅区蔡马社区老年公寓实行全封闭管理。公寓里的老人们也严格要求，少出门、不扎堆。23日下午，刚午睡完的老人们戴着口罩，下楼到院子里，在社区工作人员引导下，一人一个车位，齐刷刷“乖巧”坐着，悠然自得晒起了太阳…,,,,,7秒前,
千眠花,https://weibo.com/2949313003?refer_flag=1001030103_,好不容易看着国内疫情转好了，觉得有点复工的盼头了，韩国日本等国疫情又开始严重了。我就怕等国内疫情控制了可以发货了，尼玛国外又开始封城。看来我的速卖通今年是要彻底凉凉了。 L千眠花的微博视频,,,,,8秒前,荣耀20
我们的天空,https://weibo.com/6011462873?refer_flag=1001030103_,#武汉战疫#【幕后细节！运20提前20分钟完成装载】2月13日，运-20首次驰援武汉，空运军队支援湖北医疗队和物资。运-20首装师师长杜宝林透露，从接到任务到飞抵武汉只有不到24小时，但他们提前完成了装载，留出了宝贵的20分钟，为白衣战士鼓劲，“到时还坐我们的胖妞回家”！#直击疫情防控第一线#@央视军事 L央视军事的微博视频 ,,,,,8秒前,
孝感网槐荫论坛,https://weibo.com/2805835370?refer_flag=1001030103_,"#我们共度难关 孝感加油# 【朱勉：我不是逆行者，我是守护人】（记者王全红）这里地理位置独特，107国道、京广铁路穿村而过，疫情防控工作压力大；这里有170户在外务工做生意，过年从武汉返乡的有31户54人。疫情发生以来，全村全力以赴，抓严抓细抓实各项疫情防控工作。全村共379户1348人，共普查200户，866人。截止目前，全村未出现一例发热病例。驻村扶贫工作队变身防疫队，做好疫情宣传、人员摸排、联防联控等工作，孝感市自然资源和规划局驻孝昌磨山工作队队长朱勉冲锋在前，扛起了防疫重任。1月26日，还在休假的他接到通知：驻村扶贫工作队转为防控工作队。疫情就命令，防控就是责任。尽管已经57岁了，尽管饱受高血压、痛风疾病的困扰，朱勉还是义无反顾，集合队员奔赴驻村投入战斗。首先交通关卡守起来。他们对全村进行了全面封锁，只留一条应急通道，供医疗救助、村民生活必需品采购用，其他封口安排工作队、村干部、志愿者共同值守，确保不输入，不输出。全面做到了“内防扩散”、“外防输出”。喇叭广播响起来。除固定广播外，他手持喇叭走村串户，巡回宣传市县防控令，宣讲疫情防控知识，劝止不戴口罩，随意串门，聚众打牌等违规行为。按疫情防控的要求，设计制作体温测量表，列出村人员名单，每天进行体温监测，一般村民每天监测体温一次，武汉返乡人员每天体温监测二次，上午、下午各一次监测体温,随时掌握动态变化，体温监测真正做到了全覆盖;设计的体温监测表模式被市委督察组表扬并誉为“磨山模式”进行推广。在卡口也建立了体温监测和登记制度，使村疫情防控工作落实到位。进一步做好武汉返乡人员和村民的体温监测工作，严格控人管理制度，把“足不出户、人不出村”、“发热即知、留观要快、隔离要准、救治及时”的要求落到实处。朱勉还根据实际情况与村书记共同制作了“磨山村疫情防控工作架构表”，将各项工作职责、任务和责任划分到人，有效地统筹村疫情防控工作的全面落实。朱勉白天进湾入户排查普查，晚上整理工作台帐。每天中午就在村委会加班值守，为村民解决紧急情况。2月12日，村民樊长志打来电话，告知其老婆二氧化碳中毒，已经不省人事。接到电话，朱勉立即与村支部书记一起及时将她送至镇卫生院抢救，由于抢救及时，挽回了她的生命。樊长志感激不尽。疫情无情人有情。朱勉始终把为民服务放在首位，防控进湾入户，他都会询问村民的生活必需品是否充足，有什么困难，多次帮助村民灌液化气和购置生活必需品。在进湾入户的宣传中，听说村民家中没有米、面，他立即骑上摩托车到镇上帮其购置，送到家中。防控期间，朱勉还抽出手来考虑村脱贫稳成效工作，进湾入户宣传中，他随时关心询问贫困户产业发展中遇到的难点，鼓励贫困户在做好疫情防控的同时，谋划疫情过后的产业发展。我不是逆行者，我是守护人。朱勉没有什么豪言壮语，他用行动践行诺言。 ",,,,,8秒前,360安全浏览器
温州网,https://weibo.com/1725252714?refer_flag=1001030103_,9秒前  来自 微博 weibo.com,,,,,9秒前,微博 weibo.com
辽阳市公安局,https://weibo.com/2055227775?refer_flag=1001030103_,【民警喊话口罩诈骗嫌疑人 迫使对方伏法】#抗击疫情公安在行动# 近日，山东费县公安接到群众报警称，在网上订购了价值38万6千元的一次性医用口罩，付款后被对方拉黑。警方迅速行动，查明广东阳江籍嫌疑人伍某真实身份。在微信警告的同时，多次通过手机喊话的方式，要求嫌疑人尽快将诈骗款项打回，并到当地公安机关自首。民警喊话嫌犯：尽快和受害人联系，把钱全部退回来！最终，在强力震慑下，伍某不仅给民警回信息表示认罪，并按照要求到广东当地公安机关自首。 L看看新闻Knews的秒拍视频 ,,,,,9秒前,HUAWEI P10 Plus
敦化发布,https://weibo.com/2156407717?refer_flag=1001030103_,【#延边州25名白衣战士今日驰援湖北武汉#】#吉林最新疫情# 2月21日上午，延边州医疗队驰援武汉出征仪式在延边州政府一楼大厅举行。据悉，驰援湖北的延边州医疗队一共25人，由8名医生，17名护士组成。致敬逆行者，愿平安归来！#抗击新型肺炎吉林在行动#,,,,,10秒前,360安全浏览器
合肥在线,https://weibo.com/1732739184?refer_flag=1001030103_,【安徽新冠肺炎疫情防控应急响应级别由省一级响应调整为二级响应】安徽省发布调整新型冠状病毒肺炎疫情防控应急响应级别公告：根据国家有关法律法规规定、国家卫生健康委关于新冠肺炎疫情防控应急响应有关文件精神和《安徽省新型冠状病毒肺炎疫情防控应急预案》要求，结合安徽省当前新冠肺炎疫情防控形势，自2020年2月25日12时起，将新冠肺炎疫情防控应急响应级别由省重大突发公共卫生事件一级响应调整为省级二级响应，其中，高风险地区参照省级一级响应管理。并要求各地按照分区分级疫情防控工作要求，毫不放松抓紧抓实抓细各项防控工作，统筹推进疫情防控和经济社会发展。外防输入任务重、社区防控难度大的县(市、区)，要从实际出发，精准施策，切实做好疫情防控工作。 ,,,,,10秒前,微博 weibo.com
圈内教父,https://weibo.com/5909342713?refer_flag=1001030103_,鹿晗粉丝联合捐赠的第20批物资已送达了！向都安县人民医院捐赠一次性乳胶手套2000双、一次性手套2000双、一次性鞋套3500双！支援疫情一线，持续不断地捐赠物资，太优秀了@M鹿M,,,,,11秒前,鹿晗超话
泉州新闻通,https://weibo.com/2552199154?refer_flag=1001030103_,#全民携手抗疫情# 【平凡英雄榜|“橙色卫士”守护美好家园】一场突如其来的新冠肺炎疫情，让晋江的大街小巷有些冷清，但始终有一群“橙色卫士”逆风而行，守护着城市的清洁。O平凡英雄榜|“橙色卫士”守护美好家园 Via 晋江新闻网 2晋江市,,,,,11秒前,单身狗iPhone X
绵阳人民广播电台,https://weibo.com/1908777915?refer_flag=1001030103_,#1033特别关注#四川血库告急，绵阳110名消防指战员献血32900毫升，戳视频“战疫情，献热血”！ 2绵阳 L绵阳人民广播电台的微博视频,,,,,12秒前,iPhone客户端
郑州小管家,https://weibo.com/2141907404?refer_flag=1001030103_,#郑州爆料#【刚刚，郑州通知有序恢复开放售楼部！】2月25日，《郑州市新型冠状病毒感染的肺炎疫情防控领导小组办公室关于有序恢复售楼部开放的通知》下发，通知显示，恢复开放需达到以下条件：1、建立疫情防控工作机制。2、持续做好员工健康检测。3、建立消毒卫生管理制度。4、落实销售现场防疫措施。5、制定提前预约接待方案。制定提前预约接待方案中要求，对访量进行合理管控，能够线上网络办理的不线下办理；不得举办现场推介、现场选房交房等聚集性活动。每个售楼部每天分批次接待到访客户预约总量不超过100人，每批次接待客户人数不超过10人，并进行一对一服务。每天接待不超过10批次，前后批次间隔时间不低于30分钟。此外，售楼部恢复开放将实行承诺抽查制。符合前述恢复开放条件的售楼部，由房地产开发企业向售楼部所在的开发区、县（市、区）行业主管部门提交承诺书（售楼部在市内五区的，需同步向市行业主管部门提交承诺书）后，即可恢复开放。 L郑州楼市那些事儿的微博视频 ,,,,,13秒前,微博 weibo.com
南皮网信,https://weibo.com/7224606145?refer_flag=1001030103_,为您高歌—致全县抗击疫情的所有者,,,,,14秒前,微博 weibo.com
JessieGjx,https://weibo.com/5713660709?refer_flag=1001030103_,13秒前  来自 HUAWEI Mate 10 Pro,,,,,13秒前,HUAWEI Mate 10 Pro
心show爱,https://weibo.com/1791139577?refer_flag=1001030103_,14秒前  来自 OPPO R9s,,,,,14秒前,OPPO R9s
健康中国,https://weibo.com/2834480301?refer_flag=1001030103_,#健康发布# 【截至2月24日24时新型冠状病毒肺炎疫情最新情况】2月24日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例508例，新增死亡病例71例（湖北68例，山东2例，广东1例），新增疑似病例530例。当日新增治愈出院病例2589例，解除医学观察的密切接触者15758人，重症病例减少789例。截至2月24日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例47672例（其中重症病例9126例），累计治愈出院病例27323例，累计死亡病例2663例，累计报告确诊病例77658例，现有疑似病例2824例。累计追踪到密切接触者641742人，尚在医学观察的密切接触者87902人。湖北新增确诊病例499例（武汉464例），新增治愈出院病例2116例（武汉1391例），新增死亡病例68例（武汉56例），现有确诊病例43369例（武汉34691例），其中重症病例8675例（武汉7647例）。累计治愈出院病例18854例（武汉10337例），累计死亡病例2563例（武汉2043例），累计确诊病例64786例（武汉47071例）。新增疑似病例373例（武汉282例），现有疑似病例2292例（武汉1529例）。累计收到港澳台地区通报确诊病例121例：香港特别行政区81例（出院19例，死亡2例），澳门特别行政区10例（出院6例），台湾地区30例(出院5例，死亡1例)。 , 467, 467, 936,6881,今天08:54,微博 weibo.com
北京中医局,https://weibo.com/2611712113?refer_flag=1001030103_,【北京：新冠肺炎中医药治疗总有效率为92%】新华社北京2月24日电 北京市卫生健康委员会新闻发言人高小俊24日在北京市新冠肺炎疫情防控工作新闻发布会上表示，疫情发生以来，北京市始终坚持中西医并重。截至22日，新冠肺炎中医药治疗率总体为87%。在中医药治疗患者中，使用中药汤药的比例82%。中医药治疗总有效率为92%。高小俊表示，北京市卫生健康委对各型确诊病例，只要条件符合，第一时间使用中医药治疗，引导收治的各类病例，包括疑似病例，选用中医药治疗，对新收治患者的首诊首治，按照要求，由中医药医师参与并确定中医药治疗方案。对重型、危重型患者，调动中医药技术力量，由市级中医药专家组织会诊并提出治疗方案。“在一名危重症患者的救治中，东直门医院、地坛医院三位中医专家参与会诊，拟定中药处方，连夜给患者服用中药，次日晨，患者体温降至37.2度，目前患者病情趋稳，没有进一步恶化。类似案例，还有不少。”高小俊表示，中医药在提高治愈率、降低病死率上发挥了积极作用。高小俊说，市卫生健康委还组建市、区、院三级中医药专家组，指导中医药预防治疗、重型危重型救治、康复、科研。对于有转重型、危重型风险的，由市中医管理局统筹确定的“划片包干”中医药专家进行会诊，确定治疗方案。 ,,,,,2秒前,微博 weibo.com
衡阳警事,https://weibo.com/2142660111?refer_flag=1001030103_,#抗击疫情公安在行动# #抗疫一线群英谱#【青山派出所全力以赴打好疫情防控阻击战】 @湖南公安 @中国警察网 @警民携手同行 O青山派出所全力以赴打好疫情防控阻击战,,,,,3秒前,微博 weibo.com
定陶检察,https://weibo.com/3190998314?refer_flag=1001030103_,#共同战疫公益海报#【点滴热血汇暖流】“我是湖北人，我觉得献血对于我来说，就像是一种义务。”2月13日，云南省昆明市城郊地区检察院的两位女检察官罗敏洁和马锐萍参与了无偿献血活动，用自己的热血为抗击疫情的医疗前线献上一份力量。#检察机关众志成城抗疫情# （检察日报）,,,,,4秒前,360安全浏览器
平安宁夏,https://weibo.com/2676217373?refer_flag=1001030103_,#疫情当前警察不退# 【战疫日记：哥哥运援助物资抵汉，妹妹执勤岗上敬礼相迎】#抗疫一线群英谱# “你好，请出示通行证并下车接受检查，谢谢”……“哥，居然是你”。2月13日晚，兰州援汉物资车队抵达武汉，当车队通过武东收费站时，收费站封控岗交警与车队队长相互的敬礼，场面令人动容。这名交警是@武汉东湖高新交警 汉警快骑队员李轶，被安排在辖区武东收费站封控岗执值守，自接到疫情防控任务起，她一直坚守在自己的工作岗位上，与家人的交流全靠手机。而这位兰州援汉物资车队队长曲波是李轶的表哥，一名退役军人，退役后志愿加入甘肃方舟救援志愿服务队并担任队长，原本打算今年春节回武汉过年，可突如其来的疫情打破了计划。当知道兰州将组织车队带着救援物资赶赴武汉，曲波赶紧报名，申请支援家乡，兄妹俩万万没想到在这样的情况下偶遇了。特殊时期，兄妹俩人只能默默敬礼，来相互鼓励和致敬。办理好进城手续，来不及叙叙家常的俩人便又各自回到了自己的工作中。 ,,,,,3秒前,HUAWEI Mate 9
溪边笛,https://weibo.com/1204642693?refer_flag=1001030103_,"因疫情而落难的南县哥，今天，在岳阳爱心人士的帮助下，带着爱，乘上了回家的""专车""，我们祝他一路平安！ 2岳阳·岳阳火车站 L溪边笛的微博视频",,,,,8秒前,HUAWEI P10 Plus
吉林交通广播,https://weibo.com/1274460913?refer_flag=1001030103_,【#防疫期小偷商场内安家# 自己做饭又吃又喝住了十几天】2月20日，安徽铜陵民警在一商场抓获盗窃嫌疑人吴某。经查，2月份以来，吴某先后多次潜入该商场盗窃食品和财物。据嫌疑人交代，因疫情商场关闭无人，他进入商场后就直接翻到柜台里，找吃的、喝的，还给自己做饭，差不多在那里住了十几天，直到民警将其抓获。L有料的秒拍视频 ,,,,,9秒前,iPhone 7 Plus
欧美才俊艺术俱乐部,https://weibo.com/2925088735?refer_flag=1001030103_,Treatment in Art 我以前也写过关于这幅作品的文，但是还是停留在画面上。几年之后疫情当下再去感悟又是另外一片天地。所以理解了书是可以反复读的意义。小白杏从古至今要求的不高，无非是一口饭，一口气。和中堂说了，你让他出来这口气，园子照修不妨事 O绿洲,,,,,9秒前,绿洲APP
吕颂贤,https://weibo.com/1341748274?refer_flag=1001030103_,和我一起参与#窗边的勇气#，和@亚洲动物基金 一起为爱接力，让爱蔓延，希望疫情早日过去，让我们一起为特殊时期奋斗在一线的人们加油💪🏻，中国加油💪🏻！ 评论配图,,,,,11秒前,
陕西新鲜事儿,https://weibo.com/2643743024?refer_flag=1001030103_,【乖巧.jpg！杭州#老人一人一个车位晒太阳#】为配合疫情防控，杭州拱墅区蔡马社区老年公寓实行全封闭管理。公寓里的老人们也严格要求，少出门、不扎堆。23日下午，刚午睡完的老人们戴着口罩，下楼到院子里，在社区工作人员引导下，一人一个车位，齐刷刷“乖巧”坐着，悠然自得晒起了太阳…,,,,,10秒前,
千眠花,https://weibo.com/2949313003?refer_flag=1001030103_,好不容易看着国内疫情转好了，觉得有点复工的盼头了，韩国日本等国疫情又开始严重了。我就怕等国内疫情控制了可以发货了，尼玛国外又开始封城。看来我的速卖通今年是要彻底凉凉了。 L千眠花的微博视频,,,,,11秒前,荣耀20
我们的天空,https://weibo.com/6011462873?refer_flag=1001030103_,#武汉战疫#【幕后细节！运20提前20分钟完成装载】2月13日，运-20首次驰援武汉，空运军队支援湖北医疗队和物资。运-20首装师师长杜宝林透露，从接到任务到飞抵武汉只有不到24小时，但他们提前完成了装载，留出了宝贵的20分钟，为白衣战士鼓劲，“到时还坐我们的胖妞回家”！#直击疫情防控第一线#@央视军事 L央视军事的微博视频 ,,,,,11秒前,
孝感网槐荫论坛,https://weibo.com/2805835370?refer_flag=1001030103_,"#我们共度难关 孝感加油# 【朱勉：我不是逆行者，我是守护人】（记者王全红）这里地理位置独特，107国道、京广铁路穿村而过，疫情防控工作压力大；这里有170户在外务工做生意，过年从武汉返乡的有31户54人。疫情发生以来，全村全力以赴，抓严抓细抓实各项疫情防控工作。全村共379户1348人，共普查200户，866人。截止目前，全村未出现一例发热病例。驻村扶贫工作队变身防疫队，做好疫情宣传、人员摸排、联防联控等工作，孝感市自然资源和规划局驻孝昌磨山工作队队长朱勉冲锋在前，扛起了防疫重任。1月26日，还在休假的他接到通知：驻村扶贫工作队转为防控工作队。疫情就命令，防控就是责任。尽管已经57岁了，尽管饱受高血压、痛风疾病的困扰，朱勉还是义无反顾，集合队员奔赴驻村投入战斗。首先交通关卡守起来。他们对全村进行了全面封锁，只留一条应急通道，供医疗救助、村民生活必需品采购用，其他封口安排工作队、村干部、志愿者共同值守，确保不输入，不输出。全面做到了“内防扩散”、“外防输出”。喇叭广播响起来。除固定广播外，他手持喇叭走村串户，巡回宣传市县防控令，宣讲疫情防控知识，劝止不戴口罩，随意串门，聚众打牌等违规行为。按疫情防控的要求，设计制作体温测量表，列出村人员名单，每天进行体温监测，一般村民每天监测体温一次，武汉返乡人员每天体温监测二次，上午、下午各一次监测体温,随时掌握动态变化，体温监测真正做到了全覆盖;设计的体温监测表模式被市委督察组表扬并誉为“磨山模式”进行推广。在卡口也建立了体温监测和登记制度，使村疫情防控工作落实到位。进一步做好武汉返乡人员和村民的体温监测工作，严格控人管理制度，把“足不出户、人不出村”、“发热即知、留观要快、隔离要准、救治及时”的要求落到实处。朱勉还根据实际情况与村书记共同制作了“磨山村疫情防控工作架构表”，将各项工作职责、任务和责任划分到人，有效地统筹村疫情防控工作的全面落实。朱勉白天进湾入户排查普查，晚上整理工作台帐。每天中午就在村委会加班值守，为村民解决紧急情况。2月12日，村民樊长志打来电话，告知其老婆二氧化碳中毒，已经不省人事。接到电话，朱勉立即与村支部书记一起及时将她送至镇卫生院抢救，由于抢救及时，挽回了她的生命。樊长志感激不尽。疫情无情人有情。朱勉始终把为民服务放在首位，防控进湾入户，他都会询问村民的生活必需品是否充足，有什么困难，多次帮助村民灌液化气和购置生活必需品。在进湾入户的宣传中，听说村民家中没有米、面，他立即骑上摩托车到镇上帮其购置，送到家中。防控期间，朱勉还抽出手来考虑村脱贫稳成效工作，进湾入户宣传中，他随时关心询问贫困户产业发展中遇到的难点，鼓励贫困户在做好疫情防控的同时，谋划疫情过后的产业发展。我不是逆行者，我是守护人。朱勉没有什么豪言壮语，他用行动践行诺言。 ",,,,,11秒前,360安全浏览器
辽阳市公安局,https://weibo.com/2055227775?refer_flag=1001030103_,【民警喊话口罩诈骗嫌疑人 迫使对方伏法】#抗击疫情公安在行动# 近日，山东费县公安接到群众报警称，在网上订购了价值38万6千元的一次性医用口罩，付款后被对方拉黑。警方迅速行动，查明广东阳江籍嫌疑人伍某真实身份。在微信警告的同时，多次通过手机喊话的方式，要求嫌疑人尽快将诈骗款项打回，并到当地公安机关自首。民警喊话嫌犯：尽快和受害人联系，把钱全部退回来！最终，在强力震慑下，伍某不仅给民警回信息表示认罪，并按照要求到广东当地公安机关自首。 L看看新闻Knews的秒拍视频 ,,,,,12秒前,HUAWEI P10 Plus
敦化发布,https://weibo.com/2156407717?refer_flag=1001030103_,【#延边州25名白衣战士今日驰援湖北武汉#】#吉林最新疫情# 2月21日上午，延边州医疗队驰援武汉出征仪式在延边州政府一楼大厅举行。据悉，驰援湖北的延边州医疗队一共25人，由8名医生，17名护士组成。致敬逆行者，愿平安归来！#抗击新型肺炎吉林在行动#,,,,,13秒前,360安全浏览器
合肥在线,https://weibo.com/1732739184?refer_flag=1001030103_,【安徽新冠肺炎疫情防控应急响应级别由省一级响应调整为二级响应】安徽省发布调整新型冠状病毒肺炎疫情防控应急响应级别公告：根据国家有关法律法规规定、国家卫生健康委关于新冠肺炎疫情防控应急响应有关文件精神和《安徽省新型冠状病毒肺炎疫情防控应急预案》要求，结合安徽省当前新冠肺炎疫情防控形势，自2020年2月25日12时起，将新冠肺炎疫情防控应急响应级别由省重大突发公共卫生事件一级响应调整为省级二级响应，其中，高风险地区参照省级一级响应管理。并要求各地按照分区分级疫情防控工作要求，毫不放松抓紧抓实抓细各项防控工作，统筹推进疫情防控和经济社会发展。外防输入任务重、社区防控难度大的县(市、区)，要从实际出发，精准施策，切实做好疫情防控工作。 ,,,,,13秒前,微博 weibo.com
圈内教父,https://weibo.com/5909342713?refer_flag=1001030103_,鹿晗粉丝联合捐赠的第20批物资已送达了！向都安县人民医院捐赠一次性乳胶手套2000双、一次性手套2000双、一次性鞋套3500双！支援疫情一线，持续不断地捐赠物资，太优秀了@M鹿M,,,,,14秒前,鹿晗超话
泉州新闻通,https://weibo.com/2552199154?refer_flag=1001030103_,#全民携手抗疫情# 【平凡英雄榜|“橙色卫士”守护美好家园】一场突如其来的新冠肺炎疫情，让晋江的大街小巷有些冷清，但始终有一群“橙色卫士”逆风而行，守护着城市的清洁。O平凡英雄榜|“橙色卫士”守护美好家园 Via 晋江新闻网 2晋江市,,,,,14秒前,单身狗iPhone X
绵阳人民广播电台,https://weibo.com/1908777915?refer_flag=1001030103_,#1033特别关注#四川血库告急，绵阳110名消防指战员献血32900毫升，戳视频“战疫情，献热血”！ 2绵阳 L绵阳人民广播电台的微博视频,,,,,15秒前,iPhone客户端
郑州小管家,https://weibo.com/2141907404?refer_flag=1001030103_,#郑州爆料#【刚刚，郑州通知有序恢复开放售楼部！】2月25日，《郑州市新型冠状病毒感染的肺炎疫情防控领导小组办公室关于有序恢复售楼部开放的通知》下发，通知显示，恢复开放需达到以下条件：1、建立疫情防控工作机制。2、持续做好员工健康检测。3、建立消毒卫生管理制度。4、落实销售现场防疫措施。5、制定提前预约接待方案。制定提前预约接待方案中要求，对访量进行合理管控，能够线上网络办理的不线下办理；不得举办现场推介、现场选房交房等聚集性活动。每个售楼部每天分批次接待到访客户预约总量不超过100人，每批次接待客户人数不超过10人，并进行一对一服务。每天接待不超过10批次，前后批次间隔时间不低于30分钟。此外，售楼部恢复开放将实行承诺抽查制。符合前述恢复开放条件的售楼部，由房地产开发企业向售楼部所在的开发区、县（市、区）行业主管部门提交承诺书（售楼部在市内五区的，需同步向市行业主管部门提交承诺书）后，即可恢复开放。 L郑州楼市那些事儿的微博视频 ,,,,,16秒前,微博 weibo.com
健康中国,https://weibo.com/2834480301?refer_flag=1001030103_,#健康发布# 【截至2月24日24时新型冠状病毒肺炎疫情最新情况】2月24日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例508例，新增死亡病例71例（湖北68例，山东2例，广东1例），新增疑似病例530例。当日新增治愈出院病例2589例，解除医学观察的密切接触者15758人，重症病例减少789例。截至2月24日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例47672例（其中重症病例9126例），累计治愈出院病例27323例，累计死亡病例2663例，累计报告确诊病例77658例，现有疑似病例2824例。累计追踪到密切接触者641742人，尚在医学观察的密切接触者87902人。湖北新增确诊病例499例（武汉464例），新增治愈出院病例2116例（武汉1391例），新增死亡病例68例（武汉56例），现有确诊病例43369例（武汉34691例），其中重症病例8675例（武汉7647例）。累计治愈出院病例18854例（武汉10337例），累计死亡病例2563例（武汉2043例），累计确诊病例64786例（武汉47071例）。新增疑似病例373例（武汉282例），现有疑似病例2292例（武汉1529例）。累计收到港澳台地区通报确诊病例121例：香港特别行政区81例（出院19例，死亡2例），澳门特别行政区10例（出院6例），台湾地区30例(出院5例，死亡1例)。 , 467, 467, 936,6881,今天08:54,微博 weibo.com
微博媒体,https://weibo.com/5361563575?refer_flag=1001030103_,#等到能摘下口罩那一天#【战“疫”夫妻：万般思念一“线”牵】#天下英雄城南昌# 占雪琴是南昌市第三医院的一名工作人员，疫情期间，她每天都要对进入医院的病人及家属进行体温检查和信息排查，严格把好医院的“第一道防线”。而占雪琴的丈夫吴晓昇，早已作为南昌市第三医院第五批援助湖北医疗队队员奔赴武汉战“疫”一线。闲暇之余，他们只能通过视频聊天的方式聊上几句。 L南昌广播电视台的微博视频 ,,,,1,6分钟前,iPhone客户端
