author,authorLink,content,forward,forward,comments,fabulous,time,source
艺珏精选,https://weibo.com/1973695631?refer_flag=1001030103_,可爱的美术生们你们复学开工了吗？拿起你们手中的画笔开启学习模式吧，首先跟着国外大师来个人体结构速写吧！❤️#第一批复工的人##设计美学##遇见艺术##绘画##朋友圈步数鄙视链##视频##学习视频##绘画学习##粉笔模考##人体结构##速写##人物速写# 2赣州 L艺珏精选的微博视频, 8, 8,,9,02月18日 18:51,
郑州楼市那些事儿,https://weibo.com/6496411540?refer_flag=1001030103_,#郑州爆料#【郑州发布18号通告：19日零时起，乘坐公共交通实行“一站（车）一码”，商场超市实行“一店一码”】#钟南山表示武汉还没有停止人传人#随着我市复工复学返城人员增多，“内防扩散、外防输入”依然是当前防控工作重中之重，为防止公共场合发生聚集性传染，做好当前新形势、新变化带来的疫情防控工作，确保公众出行安全，自2月19日零时起，在全市疫情防控期间，建立公共出行和进入商场超市健康登记制度。现将有关事项通告如下：一、自2月19日零时起至疫情防控工作结束，凡乘坐公共交通工具、进入商场超市的人员，一律施行扫码健康登记，同时严格遵守佩戴口罩及配合体温测量等防控工作的相关规定。二、公交车和出租车实行“一车一码”，地铁实行“一站一码”，上车（地铁进站）前，乘客通过支付宝或微信扫描车身（地铁车站入口处）张贴的“郑州市居民健康登记二维码”，填报个人健康信息（如在小区已扫码登记，则只扫码，不再重复填报），将扫码成功界面出示给驾驶员（地铁安检员）查验，若显示无需居家隔离的准予乘车，否则不予乘车。老年人和学生乘车，可使用实名登记的老年卡和学生卡乘车。三、商场超市实行“一店一码”，进入商场超市前，顾客通过支付宝或微信扫描商场超市入口处张贴的“郑州市居民健康登记二维码”，填报个人健康信息（如在小区已扫码登记，则只需扫码，不再重复填报），将扫码成功界面出示给商场超市管理人员查验，若显示无需居家隔离的准予进入，否则不予进入。 L郑州小管家的微博视频 ,,, 1,2,02月18日 18:48,微博 weibo.com
各種啡,https://weibo.com/1250693202?refer_flag=1001030103_,《#外出# 》E66 兰熙cut 中字周一好^^今日高甜PS：到今天为止基本都复工复学啦，渐渐忙起来了，所以以后改成周一三（jin）五（liang）更哈~金美淑 L各種啡的微博视频, 7, 7, 47,42,02月18日 18:22 转赞人数超过40,金美淑超话
山西共青团,https://weibo.com/2489596935?refer_flag=1001030103_,#共同战疫##百城行动战疫情# 【太原6部门详解复工开学后如何应对】#太原身边事#2月17日下午，太原市政府新闻办举行太原市新冠肺炎疫情防控工作新闻发布会。太原市即将陆续开始复工、复学，太原市卫生健康委员会、市交通运输局等6部门主要负责人，介绍太原市应对假期后、上班后、复工后、开学后“四后”以及“双返”防控相关工作。详戳↓↓（来源：山西晚报） , 1, 1, 1,6,02月18日 18:15,微博 weibo.com
永州交通,https://weibo.com/5405462159?refer_flag=1001030103_,#永州市交通运输局：严把交通运输疫情防控检测关 助力疫情防控阻击战#新型冠状病毒感染的肺炎疫情防控工作“阻击战”打响以来，永州交通运输局坚持以高度的政治责任、过硬的具体举措、快速的落实成效，360度无死角全面做好节后春运错峰返程、复工复学、交通运输保通保畅与疫情防控检测工作，确保了交通运输保通保畅与疫情防控工作“两手硬”“双促进”。以科学的方式设置防疫防控检测点。在全市8个火车站、23个汽车客运站、15个客运码头共设置防疫防控检测点46个。以强的力度配备工作力量。全市46个交通防控监测点的工作人员，普遍由属地县区卫健、公安、交通等部门及相关企业、检测点属地乡镇、村组、社区相关人员组成。在每个火车站、汽车客运站监测点和高速公路服务区配备了2台测温仪、2名测温人员、1-2名辅助人员，在每个客运码头渡口配备1台测温仪、1名测温人员、1-2名辅助人员，全时程负责对每位旅客进行体温检测和处置工作。以高效的流程处置突发情况。发现体温异常者，由测点工作人员与公共卫生人员及时将其带至临时留观室，实行临时隔离，并由属地县区卫健人员按有关规定和程序将发热病人移送到指定的医疗机构或地点临时留观。对客运车辆在运输途中发现发热乘客，立即将发热乘客安排至车辆后两排隔离座椅就座，实行相对隔离；对在高速公路上行驶的车辆，由驾驶员将车辆驶往最近的服务区或高速路口防疫检测点进行专业处置；在普通公路或国省道上行驶的车辆，由驾驶员将车辆就近驶往发生地县区政府设置的专业防疫机构进行专业处置。以过细的举措全域防控防守。硬性规定，在全市范围内乘坐公交车、农村班线客运、省市县际道路客运、旅游包车、出租汽车、火车、船只等交通工具出行的所有旅客必须佩戴口罩，未佩戴口罩的不允许上车；所有司乘人员必须佩戴口罩，否则不允许上岗；对全市范围内的所有城市公交车、农村班线客运车辆、省市县际道路客运车辆、旅游包车、船只全部配备了1-2台测温仪；城市公交车和农村班线车辆专门配备1名专门体温检测人员，对司乘人员和旅客上车不漏一人地进行检测。 ,,,,,02月18日 16:32,360安全浏览器
青岛日报官方微博,https://weibo.com/2118120483?refer_flag=1001030103_,#青岛新闻# 【李沧区开出首张复工复学人员健康通行卡】“您的复工复学人员健康通行卡开好了，请您拿好，慢走。”2月18日上午11点，李沧区九水街道宾川路社区居民王璐拿到了宾川路社区首张山东省复工复学人员健康通行卡，可以确保他5天内在鲁的顺利出行。“昨天看到了可以申请健康通行卡的新闻，今天打电话咨询后就来社区办了通行卡。我的工厂在济宁，要尽快复工，总要解决吃饭问题啊，有了这张卡就方便多了。”O李沧区开出首张复工复学人员健康通行卡（图） , 2, 2,,6,02月18日 16:21,微博 weibo.com
许小飘儿,https://weibo.com/6003512435?refer_flag=1001030103_,小金鼠🐭 啊，带你看看今天的街道，曾经多喧哗，现今多落寞，快让这一切好起来吧，让生活生机勃勃，让街道车水马龙，让辛苦的人回家，让孩童复学~🙏🙏 2乌鲁木齐·蓝天雅苑 L许小飘儿的微博视频,,,,2,02月18日 16:19,HUAWEI Mate 30 Pro
石狮日报,https://weibo.com/2282066074?refer_flag=1001030103_,#石狮日报即时新闻# 【邱下村在全镇率先采用二维码登记外来人员】 今天下午，鸿山镇西墩村驻村干部来到邱下村，交流如何采用小程序WPS表单登记外来人员。鸿山镇邱下村为进一步做好复工复产复学潮外来人员信息摸排登记，抓好疫情防控工作，在全镇率先采用小程序WPS表单制作流动人口信息登记表，生成二维码张贴至出租房和厂房宿舍，供返村外来人员扫码登记，信息采集直接提交后台，即提高了摸排登记效率，又可减少人员接触。(石狮日报记者 张军璞 鸿山镇报道) ,,,,,02月18日 16:19,专业版微博
泰安头条,https://weibo.com/3970945384?refer_flag=1001030103_,#泰安生活#【泰安发布重要通知！事关居民正常生产生活、服务业小商店开门、复工复学要求等！】为保障疫情防控期间居民正常生产生活，现就进一步规范疫情防控措施通告如下：一、出门戴口罩。居民外出必须戴口罩。二、必须测体温。居民出入居住小区（村）、机关企事业单位、农贸市场、商场超市等公共场所，一律按规定进行体温检测。三、扫码不登记。居民按规定扫描“泰安通”二维码后一律不再登记。四、车辆保畅通。乘车出入居住小区（村）的居民，其车辆在做好消杀并对驾乘人员逐一核查基础上，允许出入。五、持卡保通行。对持有有效期内《山东省复工复学人员健康通行卡》的山东境内居住返泰人员，免于执行14天居家或集中留观规定，确保复工复学人员顺利通行。六、服务保民生。对居民生活必需的社区（村）小超市、面食加工店、水果店、蔬菜店、杂货店、五金店、小理发店等经营性门店，属地乡镇（街道）要在指导落实防控要求基础上帮助其尽快开业。经营业户要严格落实日常防控措施。特此通告。泰安市委疫情处置工作领导小组（指挥部）2020年2月18日#北京为复工单位个人定制公交##连续6天治愈出院超千人# , 10, 10, 21,71,02月18日 15:49 转赞人数超过10,微博 weibo.com
李小多呢,https://weibo.com/1829695922?refer_flag=1001030103_,梦之泪伤我决定开始水贴了…还没有复工复学的点个赞吧，在家待多少天了希望疫情早点过去🙏🙏🙏,,, 14,18,02月18日 15:34 转赞人数超过10,梦之泪伤超话
白云记录,https://weibo.com/6884529219?refer_flag=1001030103_,#复工##疫情##复学##复产#我发起一个倡议，在后疫情阶段，让人们科学返岗、返学、返工。不辜负医生、学者、政府各级的努力和伟大付出取得的成绩。用实际行动给我们的控制疫情措施最大的信心。科学的走出家门，投身正常生活，惠及自己、惠及社会！在特殊时期书写个人的华丽篇章！希望大家可以更多关注自在内心。 , 1, 1, 1,6,02月18日 15:22,Redmi红米7A
新京报经济新闻,https://weibo.com/3268251003?refer_flag=1001030103_,#疫情之下的企业# 【疫情下复工复学后，网民平均每天使用手机已接近8小时】春节后日均应用使用数量超过了9.5个，假期后一周增长最快的是办公、浏览器和教育领域。@新京报 O疫情下复工复学后，网民平均每天使用手机已接近8小时, 6, 6, 6,23,02月18日 15:21 转赞人数超过10,微博 weibo.com
广州交通电台,https://weibo.com/1750987934?refer_flag=1001030103_,#共同战疫# 【“两难”如何“两全”？1490万人口的广州这么干】#抗疫最前线# 今天（2/18）是广州复工复产的第9天。每天，数十万人正通过铁路、公路、民航，返回广州，回到社区；更多企业正有序复工，加快复产。城市有序运行的背后，一场人员返粤高峰防御战正如火如荼，一场复工复产复学攻坚战正周密开展。#广州爆料# 详情点击O“两难”如何“两全”？1490万人口的广州这么干 , 1, 1,,6,02月18日 15:15,微博 weibo.com
宁波林掌柜,https://weibo.com/5391420506?refer_flag=1001030103_,02月18日 15:02,,, 12,11,02月18日 15:02,
山西市场导报微博,https://weibo.com/2659988077?refer_flag=1001030103_,#太原身边事#【太原6部门详解复工开学后如何应对】2月17日下午，太原市政府新闻办举行太原市新冠肺炎疫情防控工作新闻发布会。新冠肺炎疫情防控工作开展以来，太原市全面加强疫情防控工作，构筑起了群防群治的严密防线。截至2月16日24时，太原市连续两天无新增确诊病例。太原市即将陆续开始复工、复学，记者采访了太原市卫生健康委员会、市交通运输局等6部门主要负责人，介绍太原市应对假期后、上班后、复工后、开学后“四后”以及“双返”防控相关工作。O太原6部门详解复工开学后如何应对 ,,,,1,02月18日 15:00,微博 weibo.com
重庆中公教育,https://weibo.com/1563926084?refer_flag=1001030103_,#2020省考# #行测知识点# 疫情：预计2月中下旬全国病例数将达到峰值，4月底将基本平稳！复工、复学还有多久呢既然都不知道，还是在家好好学习吧！今日公考常识40000问更新，有需要的同学赶紧收藏哟！#公务员考试#, 3, 3,,2,02月18日 14:50,微博 weibo.com
今天有更喜欢我的傻狗吗,https://weibo.com/6318057626?refer_flag=1001030103_,02月18日 14:21  来自 华为手机 畅享玩不停,,, 4,4,02月18日 14:21,华为手机 畅享玩不停
天津大学,https://weibo.com/1871729063?refer_flag=1001030103_,#天大小黑板# 【张国清赴天津大学检查疫情防控工作】16日下午，市委副书记、市长张国清赴天津大学检查疫情防控工作，听取了天津大学主要负责同志关于疫情防控和有序复学准备工作的情况汇报。确保严格落实各项防疫措施，切实维护师生安全健康。,,, 2,17,02月18日 12:41 转赞人数超过10,微博 weibo.com
青岛新闻网舆情频道,https://weibo.com/3109954557?refer_flag=1001030103_,【青岛市南区开出首张健康通行卡 办卡流程是这样的…】2月17日下午2点钟，市南区珠海路街道辛家庄社区居民赵文源拿到了市南区首张山东省复工复学人员健康通行卡，可以确保他5天内在鲁的顺利出行。一进门，志愿者为赵文源测量了体温，做了详细的信息登记，并对要办理业务进行引导。走到前台，居委会主任让赵文源填写了《山东省复学复工人员健康申报表》，按照表中要求详细了解了他的相关情况，并联系楼组长对是否连续14天居住在社区、当前是否属于隔离观察人员等信息进行了核实。O青岛市南区开出首张健康通行卡 办卡流程是这样的… ,,, 11,6,02月18日 11:24,微博 weibo.com
大英良心汉弗莱,https://weibo.com/5205312904?refer_flag=1001030103_,平时工作还是996，现在远程办公估计大家都是000，提前感受一下信息时代的生活。//@初馨:已经努力健身做好没有暑假的准备了。, 67, 67, 53,433,02月18日 11:21,iPhone 7
掌上青岛,https://weibo.com/2490325853?refer_flag=1001030103_,【小卡片解决大问题！ 市南区开出首张复工复学人员健康通行卡】“这是您的复工复学人员健康通行卡，请您拿好。感谢您对疫情防控工作的支持。”2月17日下午2点钟，市南区珠海路街道辛家庄社区居民赵文源今天下午拿到了市南区首张山东省复工复学人员健康通行卡，可以确保他在5天内在鲁的顺利出行。O小卡片解决大问题！ 市南区开出首张复工复学人员健康通行卡 ,,, 3,1,02月18日 11:19,微博 weibo.com
光泽声音,https://weibo.com/2683881911?refer_flag=1001030103_,【光泽县委书记陈敏辉及县领导深入校园检查指导疫情防控和学校复学准备工作】2月14日，光泽县领导陈敏辉、赵大建、王春莲率领县委办、教育局等部门负责人组成检查组深入县多所学校检查指导新冠肺炎疫情防控工作和学校复学准备工作，并看望慰问坚守一线的值班人员。陈敏辉一行先后来到光泽县第一中学、实验小学、实验幼儿园等多所学校进行检查，每到一处检查组都与学校负责人交谈，详细了解疫情防控措施落实、复课准备、物资储备保障等情况，听取隔离室配置、在外重点师生排查、防控方案和预案制定实施、线上教学组织等情况汇报，并检查对外来人员登记、体温检测以及校园消毒等各项重点防控工作。陈敏辉书记指出：全县学校师生众多，疫情防控责任大、任务重。➱要认真贯彻落实好中央、省、市、县的部署要求，抓实抓牢各所学校的疫情防控工作，严格落实“十一个一律”要求，进一步下沉防控力量，把学校网格化管理和摸排工作做实做细，尽快找差距、补短板、堵漏洞，确保各所学校的疫情防控工作万无一失。➱要仔细梳理汇总师生健康信息、外出信息，建立好师生健康管理档案，进一步加强重点人员管控，严格落实14天居家观察要求和校园体温检测制度，把好校园第一关口，坚决有效地阻断传染源。➱要规范有序地推进学校复课，制定好复课方案，做好与师生、家长的沟通交流，用好各类网络教学平台开展线上教学。➱要强化物资储备和保障，设立专门隔离室，保证学校复课前各项准备工作落实到位，全力保障全县教育教学工作有序开展。 ,,,,2,02月18日 10:52,iPhone客户端
陕西反邪教,https://weibo.com/5876131361?refer_flag=1001030103_,山东启用复工复学人员健康通行卡 山东省卫健委16日公布复学复工人员健康申报表和通行卡样式，在山东省内居住、连续14天以上没有发热、持续干咳、乏力等症状的人员可申领此卡，正常复工复学。, 1, 1, 2,3,02月18日 10:25,Android
杭州校园,https://weibo.com/2003342421?refer_flag=1001030103_,#杭州校园分享##高校云开课##疫情期间网络复学#【美院近万人“云开课” 记者“潜伏”旁听 挖出不少“宝贝”】疫情期间，许多高校开始“网课”开学。2月17日，中国美术学院近万人同时开课，根据不同课程特色，实行多种形式的网络课程学习和居家自学。带着对美院“云开课”的好奇 浙视频记者“潜伏”各课程群“旁听”。L浙视频的秒拍视频 ,,,,3,02月18日 10:20,iPhone X
还是叫Judy了,https://weibo.com/3626646942?refer_flag=1001030103_,复学成功等着看网课 应该没人比我更想上学了 暑假连着寒假现在又来个春假,,,,17,02月18日 10:13 转赞人数超过10,iPhone客户端
华州交警,https://weibo.com/5547405467?refer_flag=1001030103_,为做好复工复产复学及重点项目开工相关工作，满足企业和群众生活生产需要，经请示华州区应对新型冠状病毒感染肺炎疫情工作领导小组同意，华州区行政审批服务局于2020年2月17日起恢复窗口服务。违法处理站已全面复工，每天由2-3名民警值班，大厅以实行“错峰入厅”，进厅预约，即办即走的形式，在保证已消毒、测量好正常体温、佩戴口罩、携带身份证等的情况下，由值班人员对网上无法办理但确需到大厅办理违章事项的群众提供一对一服务。疫情防控期间，违处民警配合大厅工作人员将严格落实预防措施，为群众提供优质高效服务。 ,,,,,02月18日 10:08,iPhone客户端
威海日报,https://weibo.com/1960433983?refer_flag=1001030103_,【威海日报讯】#坚决打赢疫情防控的人民战争、总体战、阻击战# 【威海应急发布】为有序推动复工复学，保障在鲁人员顺利出行，省新冠肺炎疫情处置指挥部确定实行复工复学人员健康通行卡。,,, 1,,02月18日 09:23,专业版微博
万行悟一心,https://weibo.com/3733347931?refer_flag=1001030103_,省内同学有望能早点来学校上课了吧？山东将启用复工复学人员健康通行卡！O山东将启用复工复学人员健康通行卡！（附：申报表）,,, 41,45,02月18日 09:21 转赞人数超过20,微博 weibo.com
威海高新区发布,https://weibo.com/3876925101?refer_flag=1001030103_,【山东省启用复工复学人员健康通行卡的公告】为有序推动复工复学，保障在鲁人员顺利出行，确定实行复工复学人员健康通行卡。有关事项如下↓↓, 2, 2, 7,2,02月18日 09:04,360安全浏览器
太原晚报,https://weibo.com/1865504713?refer_flag=1001030103_,#坚定信心 打赢疫情阻击战# 【打赢疫情防控阻击战，太原在行动】2月17日，我市举行的新冠肺炎疫情防控工作新闻发会会上，就记者关心的问题，相关部门负责人逐一进行了解答。问：即将陆续开始复工、复学，对外地返回人员的管理，我市是怎么规定的？市卫健委答：我们要求加强机场、火车站、公路卡口的管理，做好返（抵）并人员体温监测和身份核实，发热患者立即就近送发热门诊隔离治疗。所有外地返（抵）并人员，要及时主动申报登记，主动隔离医学观察14天；湖北、武汉、平遥等重点地区的返（抵）并人员，原则上实行集中隔离医学观察；其他地区返（抵）并人员要居家或在隔离医学观察点进行隔离医学观察。返（抵）并人员要积极主动配合做好隔离医学观察、流行病学调查、采样检测等工作，及时如实汇报旅行史、相关病例接触史、居家隔离医学观察期间的健康状况，拒不配合或故意隐瞒病情情况，造成疫情扩散，危害公共安全的，将依法从严从重追究刑事责任。对正在实施隔离医学观察的人员，原则上必须观察期满14天后方可离开太原。问：随着疫情态势发展，城市公共交通运输将采取什么调控举措落实“四后”（假期后、上班后、开学后、复工后）工作要求？市交通局答：公交方面，结合疫情防控形势，将渐进式增加全市110条主要线路的运营趟次，逐步恢复城市周边乡村公交班线和社区微小线路，适时恢复常规公交、大站快车、网约定制公交、旅游公交等公交线路，有序恢复连接晋中市、清徐县、阳曲县的城际公交线路。出租车方面，根据疫情发展的变化和市民的实际需求，将酌情增加运力，直至全面恢复正常的运营。公交自行车和共享单车方面，将继续强化防疫消毒，确保市民骑行安全。问：集贸市场管理方面，采取什么措施来防止疫情？市市场监督管理局答：一是严格落实报告制度。拟恢复营业的市场要第一时间向属地市场监管部门报告。属地市场监管部门要加强监督指导，督促其认真开展环境卫生清洁和重要场所消杀，严格执行各项防疫要求。二是要求市场认真执行“三不准、五必须”两项制度。三是加强重点人群的管控。建立市场从业人员疫情监测和日报制度。四是要求市场严格畜禽产品市场准入制度，查验、公示、留有入场销售畜禽产品的动物检疫等合格证明；督促畜禽产品销售者规范使用和保存“一票通”票据，确保畜禽产品来源可查，去向可追。问：医药和物资保障组针对市场上口罩难买的情况采取了哪些措施？市发改委答：我市已多次深入医药销售和防护用品生产企业，协调督促企业加大采购和生产力度。医药和物资保障组积极采取措施，督促全市十家医疗企业，加大力度采购一批；动员社会力量、社会关系挖掘潜力调配一批；开发本地企业产能，如新华化工厂、白鸽服装有限公司生产一批；向中央和省级部门申请支援一批。经过各方努力，目前供需矛盾已得到了一定的缓解。问：疫情防控期间，公安机关交管部门如何为群众提供基本出行和生活物资运输服务便利？市公安局答：一是全力保障疫情防控相关物资、人员应急运输的高效、顺畅。蔬菜、瓜果、粮油、鲜活品等农产品、农业生产资料、市民日常生活品、重点企业正常生产所需物资的运输通行，无论是否持有交通运输部门核发的“疫情防控应急物资及人员运输车辆通行证”“疫情防控期间农民工返岗包车通行证”，或支队核发的“载货车限行区域通行证”，均无条件予以通行。二是通过技术手段，将其他已到通行期限的“载货车限行区域通行证”车辆，全部延长30天，无须重新申办。三是发布《关于延迟恢复滨河东西路工作日高峰时段机动车流量调控措施的通告》，延迟恢复滨河东路、滨河西路，工作日高峰时段机动车尾号限行措施。问：我市网上教学工作目前开展情况如何？市教育局答：在教学计划不变的情况下，我市把课堂搬到了“线上”。同时，更注重管理学生生活，确保孩子规律学习生活。用数字教材替代纸质教材，免除了发书和购买教辅引发人员聚集。我市选择了阿里云、钉钉教育、联通集团作为本次在线教育的合作组合，强大的技术、硬件、服务能力保障了本次在线教育的实现。全市725所学校、50余万师生、12416个教学班、峰值在线135万人次，直播录播均顺畅稳定，教学效果良好。2月17日，市教育局开始严格按照省厅要求，原则上对小学低年级上网学习不作硬性要求；小学中高年级学生每天在线学习不超过45分钟，每课时教师授课时长不超过15分钟；中学生每天在线学习时间不超过100分钟，每课时教师授课时长不超过20分钟；高三、初三年级学生要总量控制，合理安排，避免网上学习时间过长。本报记者张波郝晓炜 ,,,,,02月18日 09:01,HUAWEI Mate 9
湖南卫视,https://weibo.com/1638629382?refer_flag=1001030103_,#同江同湖同舟共济# #湖南防控新型肺炎# 六连降！湖南疫情防控重点向复工复学转移, 1, 1, 10,59,02月18日 08:06 转赞人数超过50,
DOUGER1,https://weibo.com/6942989730?refer_flag=1001030103_,✨《复读生》韩漫 集美们看了那💒 简介：“我觉得那天以后再也不会穿校服了。”高三复学的治宇是一个不能适应周围偏见，只知道睡觉的不良学生。班级班长兼模范生奎振总是“哥，哥”的叫他，温柔地对待令治宇不知所措。还有出现的治宇过去的阴影智贤，找到他说喜欢他…同样的学校，同样的校服，不同的目标，不同的年龄——他们的关系将会如何发展？#复读生##bl漫画# ,,, 5,6,02月18日 01:32,iPhone客户端
澳門城市快報史丹利,https://weibo.com/1726847380?refer_flag=1001030103_,【澳門】李振宇籲做好復工復學防疫抗疫指引政府經過全面評估，決定於17日至21日期間，恢復公共部門對外基本服務。工聯總會副理事長、議員李振宇指出，政府這一舉措，對自身和其他企業、社團、學校等等將產生影響，尤其是後者，必然會仿效而復工復學，必須深思熟慮擬定全面清晰的復工復學指引，小心應對，避免前功盡棄。聆聽前線人員意見李振宇強調，對於市民而言，對何謂“基本服務”不甚了了，因此，在恢復公共服務的同時如何有效減少人群聚集是一個不能輕視的問題。事實上，政府對外服務涵蓋不同的層面與群體，各個行政部門的工作性質和服務對象不一，故此，政府宜清晰列舉和公示此間哪些部門開門辦公、提供哪些基本服務，市民如何配合等等，工作才能有條不紊，順利開展。之前公總青委會曾向當局提議：釐清“基本服務”的類型、嚴格控制人流、市民應佩戴口罩和進行手部消毒、為前線公務人員加強防護裝備（例如塑膠隔板，避免飛沫傳播等）和健康監測、加強工作環境衛生和採取輪更或彈性的工作方式等等，值得參考落實。他指出儘管當局已制訂指引，除要求進入公共部門辦事者須佩戴口罩並提交個人健康聲明外，亦建議場所容納人數控制在一般可容納人數的百分之50或以下，人與人之間保持一至兩米的距離，但現場所見，難達指引要求。當局還需不斷聽取前線公務人員意見，同時完善網上或電話預約服務，錯開辦理各項服務的時間，達到有效分流，減少病毒傳播的風險。早定復工復學指引李振宇指出，政府推出“公務人員健康申報”和“個人健康聲明”意念甚好，更鼓勵企業適用後者，這能有效掌握市民健康基本狀況。隨著防疫抗疫工作的逐漸好轉，復工也將是下一個工作重點，這也就是為什麼社會關注博企何時正常營運的原因。他建議政府或可考慮採取分類分批復工模式，並對企業制定清晰的指引，讓企業有規可循。例如企業需不需要制定詳細的疫情防控工作方案？營運前是否需要進行大清潔消毒？是否需要安裝紫外線空氣消毒燈？是否需要建立員工健康卡制度，進行體溫檢測和佩戴口罩？如何組織開展新冠肺炎防控知識培訓和宣傳教育，提高員工自我防護意識和能力？如何加強復工前的疫情防控物資儲備，例如口罩、消毒劑、洗手液、溫度計或測溫儀等。相信指引亦將對社團、學校等陸續復工復學產生正面影響。李振宇表示，截至16日，本澳已連續12天未有新增新冠肺炎個案，但有專家表示連續28天無新增個案才代表疫情轉勢，故此，社會上下仍未可掉以輕心。政府在“戰疫情，穩經濟，保就業，促民生”方面更宜注重統籌性和規劃性，尤其在面對復工及將來的復學方面，更須想全、想細、想透。 ,,,,,02月18日 00:29,微博 weibo.com
