no,comments
4695,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4696,非常好，可惜是单层
4697,此用户没有填写评论!
4698,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4699,还好吧，就是感觉性价比不高
4700,款式很好，泡茶方便，但物流不敢恭维
4701,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4702,杯子很不错，不漏水，现在每天都离不开了。
4703,第二次买 领导看到很喜欢，送人的
4704,买的第三个啦，非常实用！这个买给老爸的！
4705,已收到，杯子用了还可以，方便
4706,东西不错，朋友介绍的
4707,挺好用的，美观大方！！
4708,不错，功能强大，在办公室里喝茶水很不错
4709,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4710,此用户没有填写评论!
4711,很好用 只可惜买的小了 有机会再来一个大的
4712,杯子收到，跟描述的一样，不错很满意。
4713,此用户没有填写评论!
4714,快递速度很快，杯子比想象中的有点小，建议买大一点的
4715,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4716,非常好，可惜是单层
4717,此用户没有填写评论!
4718,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4719,还好吧，就是感觉性价比不高
4720,款式很好，泡茶方便，但物流不敢恭维
4721,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4722,杯子很不错，不漏水，现在每天都离不开了。
4723,第二次买 领导看到很喜欢，送人的
4724,买的第三个啦，非常实用！这个买给老爸的！
4725,已收到，杯子用了还可以，方便
4726,东西不错，朋友介绍的
4727,挺好用的，美观大方！！
4728,不错，功能强大，在办公室里喝茶水很不错
4729,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4730,此用户没有填写评论!
4731,很好用 只可惜买的小了 有机会再来一个大的
4732,杯子收到，跟描述的一样，不错很满意。
4733,此用户没有填写评论!
4734,快递速度很快，杯子比想象中的有点小，建议买大一点的
4735,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4736,非常好，可惜是单层
4737,此用户没有填写评论!
4738,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4739,还好吧，就是感觉性价比不高
4740,款式很好，泡茶方便，但物流不敢恭维
4741,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4742,杯子很不错，不漏水，现在每天都离不开了。
4743,第二次买 领导看到很喜欢，送人的
4744,买的第三个啦，非常实用！这个买给老爸的！
4745,已收到，杯子用了还可以，方便
4746,东西不错，朋友介绍的
4747,挺好用的，美观大方！！
4748,不错，功能强大，在办公室里喝茶水很不错
4749,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4750,此用户没有填写评论!
4751,很好用 只可惜买的小了 有机会再来一个大的
4752,杯子收到，跟描述的一样，不错很满意。
4753,此用户没有填写评论!
4754,快递速度很快，杯子比想象中的有点小，建议买大一点的
4755,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4756,非常好，可惜是单层
4757,此用户没有填写评论!
4758,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4759,还好吧，就是感觉性价比不高
4760,款式很好，泡茶方便，但物流不敢恭维
4761,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4762,杯子很不错，不漏水，现在每天都离不开了。
4763,第二次买 领导看到很喜欢，送人的
4764,买的第三个啦，非常实用！这个买给老爸的！
4765,已收到，杯子用了还可以，方便
4766,东西不错，朋友介绍的
4767,挺好用的，美观大方！！
4768,不错，功能强大，在办公室里喝茶水很不错
4769,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4770,此用户没有填写评论!
4771,很好用 只可惜买的小了 有机会再来一个大的
4772,杯子收到，跟描述的一样，不错很满意。
4773,此用户没有填写评论!
4774,快递速度很快，杯子比想象中的有点小，建议买大一点的
4775,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4776,非常好，可惜是单层
4777,此用户没有填写评论!
4778,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4779,还好吧，就是感觉性价比不高
4780,款式很好，泡茶方便，但物流不敢恭维
4781,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4782,杯子很不错，不漏水，现在每天都离不开了。
4783,第二次买 领导看到很喜欢，送人的
4784,买的第三个啦，非常实用！这个买给老爸的！
4785,已收到，杯子用了还可以，方便
4786,东西不错，朋友介绍的
4787,挺好用的，美观大方！！
4788,不错，功能强大，在办公室里喝茶水很不错
4789,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4790,此用户没有填写评论!
4791,很好用 只可惜买的小了 有机会再来一个大的
4792,杯子收到，跟描述的一样，不错很满意。
4793,此用户没有填写评论!
4794,快递速度很快，杯子比想象中的有点小，建议买大一点的
4795,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4796,非常好，可惜是单层
4797,此用户没有填写评论!
4798,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4799,还好吧，就是感觉性价比不高
4800,款式很好，泡茶方便，但物流不敢恭维
4801,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4802,杯子很不错，不漏水，现在每天都离不开了。
4803,第二次买 领导看到很喜欢，送人的
4804,买的第三个啦，非常实用！这个买给老爸的！
4805,已收到，杯子用了还可以，方便
4806,东西不错，朋友介绍的
4807,挺好用的，美观大方！！
4808,不错，功能强大，在办公室里喝茶水很不错
4809,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4810,此用户没有填写评论!
4811,很好用 只可惜买的小了 有机会再来一个大的
4812,杯子收到，跟描述的一样，不错很满意。
4813,此用户没有填写评论!
4814,快递速度很快，杯子比想象中的有点小，建议买大一点的
4815,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4816,非常好，可惜是单层
4817,此用户没有填写评论!
4818,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4819,还好吧，就是感觉性价比不高
4820,款式很好，泡茶方便，但物流不敢恭维
4821,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4822,杯子很不错，不漏水，现在每天都离不开了。
4823,第二次买 领导看到很喜欢，送人的
4824,买的第三个啦，非常实用！这个买给老爸的！
4825,已收到，杯子用了还可以，方便
4826,东西不错，朋友介绍的
4827,挺好用的，美观大方！！
4828,不错，功能强大，在办公室里喝茶水很不错
4829,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4830,此用户没有填写评论!
4831,很好用 只可惜买的小了 有机会再来一个大的
4832,杯子收到，跟描述的一样，不错很满意。
4833,此用户没有填写评论!
4834,快递速度很快，杯子比想象中的有点小，建议买大一点的
4835,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4836,非常好，可惜是单层
4837,此用户没有填写评论!
4838,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4839,还好吧，就是感觉性价比不高
4840,款式很好，泡茶方便，但物流不敢恭维
4841,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4842,杯子很不错，不漏水，现在每天都离不开了。
4843,第二次买 领导看到很喜欢，送人的
4844,买的第三个啦，非常实用！这个买给老爸的！
4845,已收到，杯子用了还可以，方便
4846,东西不错，朋友介绍的
4847,挺好用的，美观大方！！
4848,不错，功能强大，在办公室里喝茶水很不错
4849,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4850,此用户没有填写评论!
4851,很好用 只可惜买的小了 有机会再来一个大的
4852,杯子收到，跟描述的一样，不错很满意。
4853,此用户没有填写评论!
4854,快递速度很快，杯子比想象中的有点小，建议买大一点的
4855,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4856,非常好，可惜是单层
4857,此用户没有填写评论!
4858,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4859,还好吧，就是感觉性价比不高
4860,款式很好，泡茶方便，但物流不敢恭维
4861,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4862,杯子很不错，不漏水，现在每天都离不开了。
4863,第二次买 领导看到很喜欢，送人的
4864,买的第三个啦，非常实用！这个买给老爸的！
4865,已收到，杯子用了还可以，方便
4866,东西不错，朋友介绍的
4867,挺好用的，美观大方！！
4868,不错，功能强大，在办公室里喝茶水很不错
4869,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4870,此用户没有填写评论!
4871,很好用 只可惜买的小了 有机会再来一个大的
4872,杯子收到，跟描述的一样，不错很满意。
4873,此用户没有填写评论!
4874,快递速度很快，杯子比想象中的有点小，建议买大一点的
4875,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4876,非常好，可惜是单层
4877,此用户没有填写评论!
4878,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4879,还好吧，就是感觉性价比不高
4880,款式很好，泡茶方便，但物流不敢恭维
4881,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4882,杯子很不错，不漏水，现在每天都离不开了。
4883,第二次买 领导看到很喜欢，送人的
4884,买的第三个啦，非常实用！这个买给老爸的！
4885,已收到，杯子用了还可以，方便
4886,东西不错，朋友介绍的
4887,挺好用的，美观大方！！
4888,不错，功能强大，在办公室里喝茶水很不错
4889,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4890,此用户没有填写评论!
4891,很好用 只可惜买的小了 有机会再来一个大的
4892,杯子收到，跟描述的一样，不错很满意。
4893,此用户没有填写评论!
4894,快递速度很快，杯子比想象中的有点小，建议买大一点的
4895,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4896,非常好，可惜是单层
4897,此用户没有填写评论!
4898,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4899,还好吧，就是感觉性价比不高
4900,款式很好，泡茶方便，但物流不敢恭维
4901,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4902,杯子很不错，不漏水，现在每天都离不开了。
4903,第二次买 领导看到很喜欢，送人的
4904,买的第三个啦，非常实用！这个买给老爸的！
4905,已收到，杯子用了还可以，方便
4906,东西不错，朋友介绍的
4907,挺好用的，美观大方！！
4908,不错，功能强大，在办公室里喝茶水很不错
4909,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4910,此用户没有填写评论!
4911,很好用 只可惜买的小了 有机会再来一个大的
4912,杯子收到，跟描述的一样，不错很满意。
4913,此用户没有填写评论!
4914,快递速度很快，杯子比想象中的有点小，建议买大一点的
4915,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4916,非常好，可惜是单层
4917,此用户没有填写评论!
4918,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4919,还好吧，就是感觉性价比不高
4920,款式很好，泡茶方便，但物流不敢恭维
4921,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4922,杯子很不错，不漏水，现在每天都离不开了。
4923,第二次买 领导看到很喜欢，送人的
4924,买的第三个啦，非常实用！这个买给老爸的！
4925,已收到，杯子用了还可以，方便
4926,东西不错，朋友介绍的
4927,挺好用的，美观大方！！
4928,不错，功能强大，在办公室里喝茶水很不错
4929,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4930,此用户没有填写评论!
4931,很好用 只可惜买的小了 有机会再来一个大的
4932,杯子收到，跟描述的一样，不错很满意。
4933,此用户没有填写评论!
4934,快递速度很快，杯子比想象中的有点小，建议买大一点的
4935,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4936,非常好，可惜是单层
4937,此用户没有填写评论!
4938,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4939,还好吧，就是感觉性价比不高
4940,款式很好，泡茶方便，但物流不敢恭维
4941,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4942,杯子很不错，不漏水，现在每天都离不开了。
4943,第二次买 领导看到很喜欢，送人的
4944,买的第三个啦，非常实用！这个买给老爸的！
4945,已收到，杯子用了还可以，方便
4946,东西不错，朋友介绍的
4947,挺好用的，美观大方！！
4948,不错，功能强大，在办公室里喝茶水很不错
4949,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4950,此用户没有填写评论!
4951,很好用 只可惜买的小了 有机会再来一个大的
4952,杯子收到，跟描述的一样，不错很满意。
4953,此用户没有填写评论!
4954,快递速度很快，杯子比想象中的有点小，建议买大一点的
4955,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4956,非常好，可惜是单层
4957,此用户没有填写评论!
4958,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4959,还好吧，就是感觉性价比不高
4960,款式很好，泡茶方便，但物流不敢恭维
4961,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4962,杯子很不错，不漏水，现在每天都离不开了。
4963,第二次买 领导看到很喜欢，送人的
4964,买的第三个啦，非常实用！这个买给老爸的！
4965,已收到，杯子用了还可以，方便
4966,东西不错，朋友介绍的
4967,挺好用的，美观大方！！
4968,不错，功能强大，在办公室里喝茶水很不错
4969,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4970,此用户没有填写评论!
4971,很好用 只可惜买的小了 有机会再来一个大的
4972,杯子收到，跟描述的一样，不错很满意。
4973,此用户没有填写评论!
4974,快递速度很快，杯子比想象中的有点小，建议买大一点的
4975,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4976,非常好，可惜是单层
4977,此用户没有填写评论!
4978,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4979,还好吧，就是感觉性价比不高
4980,款式很好，泡茶方便，但物流不敢恭维
4981,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
4982,杯子很不错，不漏水，现在每天都离不开了。
4983,第二次买 领导看到很喜欢，送人的
4984,买的第三个啦，非常实用！这个买给老爸的！
4985,已收到，杯子用了还可以，方便
4986,东西不错，朋友介绍的
4987,挺好用的，美观大方！！
4988,不错，功能强大，在办公室里喝茶水很不错
4989,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
4990,此用户没有填写评论!
4991,很好用 只可惜买的小了 有机会再来一个大的
4992,杯子收到，跟描述的一样，不错很满意。
4993,此用户没有填写评论!
4994,快递速度很快，杯子比想象中的有点小，建议买大一点的
4995,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
4996,非常好，可惜是单层
4997,此用户没有填写评论!
4998,杯子很好用，不过感觉没有400 ml这么大，小了一点。
4999,还好吧，就是感觉性价比不高
5000,款式很好，泡茶方便，但物流不敢恭维
5001,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
5002,杯子很不错，不漏水，现在每天都离不开了。
5003,第二次买 领导看到很喜欢，送人的
5004,买的第三个啦，非常实用！这个买给老爸的！
5005,已收到，杯子用了还可以，方便
5006,东西不错，朋友介绍的
5007,挺好用的，美观大方！！
5008,不错，功能强大，在办公室里喝茶水很不错
5009,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
5010,此用户没有填写评论!
5011,很好用 只可惜买的小了 有机会再来一个大的
5012,杯子收到，跟描述的一样，不错很满意。
5013,此用户没有填写评论!
5014,快递速度很快，杯子比想象中的有点小，建议买大一点的
5015,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
5016,非常好，可惜是单层
5017,此用户没有填写评论!
5018,杯子很好用，不过感觉没有400 ml这么大，小了一点。
5019,还好吧，就是感觉性价比不高
5020,款式很好，泡茶方便，但物流不敢恭维
5021,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
5022,杯子很不错，不漏水，现在每天都离不开了。
5023,第二次买 领导看到很喜欢，送人的
5024,买的第三个啦，非常实用！这个买给老爸的！
5025,已收到，杯子用了还可以，方便
5026,东西不错，朋友介绍的
5027,挺好用的，美观大方！！
5028,不错，功能强大，在办公室里喝茶水很不错
5029,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
5030,此用户没有填写评论!
5031,很好用 只可惜买的小了 有机会再来一个大的
5032,杯子收到，跟描述的一样，不错很满意。
5033,此用户没有填写评论!
5034,快递速度很快，杯子比想象中的有点小，建议买大一点的
5035,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
5036,非常好，可惜是单层
5037,此用户没有填写评论!
5038,杯子很好用，不过感觉没有400 ml这么大，小了一点。
5039,还好吧，就是感觉性价比不高
5040,款式很好，泡茶方便，但物流不敢恭维
5041,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
5042,杯子很不错，不漏水，现在每天都离不开了。
5043,第二次买 领导看到很喜欢，送人的
5044,买的第三个啦，非常实用！这个买给老爸的！
5045,已收到，杯子用了还可以，方便
5046,东西不错，朋友介绍的
5047,挺好用的，美观大方！！
5048,不错，功能强大，在办公室里喝茶水很不错
5049,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
5050,此用户没有填写评论!
5051,很好用 只可惜买的小了 有机会再来一个大的
5052,杯子收到，跟描述的一样，不错很满意。
5053,此用户没有填写评论!
5054,快递速度很快，杯子比想象中的有点小，建议买大一点的
5055,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
5056,非常好，可惜是单层
5057,此用户没有填写评论!
5058,杯子很好用，不过感觉没有400 ml这么大，小了一点。
5059,还好吧，就是感觉性价比不高
5060,款式很好，泡茶方便，但物流不敢恭维
5061,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
5062,杯子很不错，不漏水，现在每天都离不开了。
5063,第二次买 领导看到很喜欢，送人的
5064,买的第三个啦，非常实用！这个买给老爸的！
5065,已收到，杯子用了还可以，方便
5066,东西不错，朋友介绍的
5067,挺好用的，美观大方！！
5068,不错，功能强大，在办公室里喝茶水很不错
5069,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
5070,此用户没有填写评论!
5071,很好用 只可惜买的小了 有机会再来一个大的
5072,杯子收到，跟描述的一样，不错很满意。
5073,此用户没有填写评论!
5074,快递速度很快，杯子比想象中的有点小，建议买大一点的
5075,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
5076,非常好，可惜是单层
5077,此用户没有填写评论!
5078,杯子很好用，不过感觉没有400 ml这么大，小了一点。
5079,还好吧，就是感觉性价比不高
5080,款式很好，泡茶方便，但物流不敢恭维
5081,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
5082,杯子很不错，不漏水，现在每天都离不开了。
5083,第二次买 领导看到很喜欢，送人的
5084,买的第三个啦，非常实用！这个买给老爸的！
5085,已收到，杯子用了还可以，方便
5086,东西不错，朋友介绍的
5087,挺好用的，美观大方！！
5088,不错，功能强大，在办公室里喝茶水很不错
5089,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
5090,此用户没有填写评论!
5091,很好用 只可惜买的小了 有机会再来一个大的
5092,杯子收到，跟描述的一样，不错很满意。
5093,此用户没有填写评论!
5094,快递速度很快，杯子比想象中的有点小，建议买大一点的
5095,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
5096,非常好，可惜是单层
5097,此用户没有填写评论!
5098,杯子很好用，不过感觉没有400 ml这么大，小了一点。
5099,还好吧，就是感觉性价比不高
5100,款式很好，泡茶方便，但物流不敢恭维
5101,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
5102,杯子很不错，不漏水，现在每天都离不开了。
5103,第二次买 领导看到很喜欢，送人的
5104,买的第三个啦，非常实用！这个买给老爸的！
5105,已收到，杯子用了还可以，方便
5106,东西不错，朋友介绍的
5107,挺好用的，美观大方！！
5108,不错，功能强大，在办公室里喝茶水很不错
5109,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
5110,此用户没有填写评论!
5111,很好用 只可惜买的小了 有机会再来一个大的
5112,杯子收到，跟描述的一样，不错很满意。
5113,此用户没有填写评论!
5114,快递速度很快，杯子比想象中的有点小，建议买大一点的
5115,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
5116,非常好，可惜是单层
5117,此用户没有填写评论!
5118,杯子很好用，不过感觉没有400 ml这么大，小了一点。
5119,还好吧，就是感觉性价比不高
5120,款式很好，泡茶方便，但物流不敢恭维
5121,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
5122,杯子很不错，不漏水，现在每天都离不开了。
5123,第二次买 领导看到很喜欢，送人的
5124,买的第三个啦，非常实用！这个买给老爸的！
5125,已收到，杯子用了还可以，方便
5126,东西不错，朋友介绍的
5127,挺好用的，美观大方！！
5128,不错，功能强大，在办公室里喝茶水很不错
5129,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
5130,此用户没有填写评论!
5131,很好用 只可惜买的小了 有机会再来一个大的
5132,杯子收到，跟描述的一样，不错很满意。
5133,此用户没有填写评论!
5134,快递速度很快，杯子比想象中的有点小，建议买大一点的
5135,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
5136,非常好，可惜是单层
5137,此用户没有填写评论!
5138,杯子很好用，不过感觉没有400 ml这么大，小了一点。
5139,还好吧，就是感觉性价比不高
5140,款式很好，泡茶方便，但物流不敢恭维
5141,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
5142,杯子很不错，不漏水，现在每天都离不开了。
5143,第二次买 领导看到很喜欢，送人的
5144,买的第三个啦，非常实用！这个买给老爸的！
5145,已收到，杯子用了还可以，方便
5146,东西不错，朋友介绍的
5147,挺好用的，美观大方！！
5148,不错，功能强大，在办公室里喝茶水很不错
5149,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
5150,此用户没有填写评论!
5151,很好用 只可惜买的小了 有机会再来一个大的
5152,杯子收到，跟描述的一样，不错很满意。
5153,此用户没有填写评论!
5154,快递速度很快，杯子比想象中的有点小，建议买大一点的
5155,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
5156,非常好，可惜是单层
5157,此用户没有填写评论!
5158,杯子很好用，不过感觉没有400 ml这么大，小了一点。
5159,还好吧，就是感觉性价比不高
5160,款式很好，泡茶方便，但物流不敢恭维
5161,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
5162,杯子很不错，不漏水，现在每天都离不开了。
5163,第二次买 领导看到很喜欢，送人的
5164,买的第三个啦，非常实用！这个买给老爸的！
5165,已收到，杯子用了还可以，方便
5166,东西不错，朋友介绍的
5167,挺好用的，美观大方！！
5168,不错，功能强大，在办公室里喝茶水很不错
5169,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
5170,此用户没有填写评论!
5171,很好用 只可惜买的小了 有机会再来一个大的
5172,杯子收到，跟描述的一样，不错很满意。
5173,此用户没有填写评论!
5174,快递速度很快，杯子比想象中的有点小，建议买大一点的
5175,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
5176,非常好，可惜是单层
5177,此用户没有填写评论!
5178,杯子很好用，不过感觉没有400 ml这么大，小了一点。
5179,还好吧，就是感觉性价比不高
5180,款式很好，泡茶方便，但物流不敢恭维
5181,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
5182,杯子很不错，不漏水，现在每天都离不开了。
5183,第二次买 领导看到很喜欢，送人的
5184,买的第三个啦，非常实用！这个买给老爸的！
5185,已收到，杯子用了还可以，方便
5186,东西不错，朋友介绍的
5187,挺好用的，美观大方！！
5188,不错，功能强大，在办公室里喝茶水很不错
5189,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
5190,此用户没有填写评论!
5191,很好用 只可惜买的小了 有机会再来一个大的
5192,杯子收到，跟描述的一样，不错很满意。
5193,此用户没有填写评论!
5194,快递速度很快，杯子比想象中的有点小，建议买大一点的
5195,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
5196,非常好，可惜是单层
5197,此用户没有填写评论!
5198,杯子很好用，不过感觉没有400 ml这么大，小了一点。
5199,还好吧，就是感觉性价比不高
5200,款式很好，泡茶方便，但物流不敢恭维
5201,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
5202,杯子很不错，不漏水，现在每天都离不开了。
5203,第二次买 领导看到很喜欢，送人的
5204,买的第三个啦，非常实用！这个买给老爸的！
5205,已收到，杯子用了还可以，方便
5206,东西不错，朋友介绍的
5207,挺好用的，美观大方！！
5208,不错，功能强大，在办公室里喝茶水很不错
5209,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
5210,此用户没有填写评论!
5211,很好用 只可惜买的小了 有机会再来一个大的
5212,杯子收到，跟描述的一样，不错很满意。
5213,此用户没有填写评论!
5214,快递速度很快，杯子比想象中的有点小，建议买大一点的
5215,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
5216,非常好，可惜是单层
5217,此用户没有填写评论!
5218,杯子很好用，不过感觉没有400 ml这么大，小了一点。
5219,还好吧，就是感觉性价比不高
5220,款式很好，泡茶方便，但物流不敢恭维
5221,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
5222,杯子很不错，不漏水，现在每天都离不开了。
5223,第二次买 领导看到很喜欢，送人的
5224,买的第三个啦，非常实用！这个买给老爸的！
5225,已收到，杯子用了还可以，方便
5226,东西不错，朋友介绍的
5227,挺好用的，美观大方！！
5228,不错，功能强大，在办公室里喝茶水很不错
5229,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
5230,此用户没有填写评论!
5231,很好用 只可惜买的小了 有机会再来一个大的
