no,comments
1300,第二次购买了，上一次买下也用了挺长时间的，对的起这个价格了，性价比高
1301,耳机质量很好，快递也快，很好
1302,耳机，不错，还是顺丰包邮，疫情期间没想到能到货这么快，给小店点赞
1303,耳机音质好，老板还发顺丰快递，非常满意
1304,快递收到了，非常好！物流也特别快！好评！
1305,已经用了两个了，质量真的超级好！上一个用了两两年因为踩坏了才不能用，支持！
1306,立体感非常好，音质也特别好
1307,此用户没有填写评论!
1308,必须好评，太好了，实惠便宜，质量很好
1309,音质不好 调节音量的地方坏的
1310,价廉物美，快递很给力，非常赞
1311,很耐看，耳机低音效果很棒，声音还原度超高，对纯音乐的细腻表现很好，质量不错音效也很好，选择这款感觉自己赚到了质量真的很强硬。喜欢摸起来质感非常不错，也不容易打结。不错，挑了很久的耳机，本来也挺犹豫，看这家评论还可以
1312,试用感觉不错，价格也亲民。有需要还会再来的。
1313,质量还不错，买俩 给老爸一个
1314,蛮好的，我买过很多次，这个价位挺可以了
1315,还不错，赶在疫情时期，发货也很快，好评
1316,服务态度很好 商品不错
1317,xianglegouwang.com 邀请码：123 456
1318,音质不太好，打电话的时候嗡嗡响，特别难受
1319,此用户没有填写评论!
1320,首先！快递小哥非常有耐心！这个价格非常良心了耳机音质挺好的！极力推荐！
1321,价格便宜，音质非常好，值得入手。
1322,佩戴感受：舒适 声音效果：好
1323,耳机音质不错，挺便宜的，到货快
1324,很好，己收货。客服也很好。谢谢
1325,耳机质量不错，经济划算。发的顺风快递，卖家给给力
1326,一直在这家买耳机，便宜好用。
1327,及其好，音质比我买的89 的那个还好，赚到了，哈哈
1328,耳机非常好用，音质很好，无杂音，推荐购买
1329,一般吧，质量没有上次的好
1330,第二次买了
1331,买了好几次了
1332,售后服务做的很好，速度很快~
1333,售后服务做的很好，速度很快~
1334,售后服务做的很好，速度很快~
1335,售后服务做的很好，速度很快~
1336,售后服务做的很好，速度很快~
1337,这款耳机非常好 音质也棒 我很喜欢
1338,音质很好，性价比绝对的nb
1339,此用户没有填写评论!
1340,升级版太给力了呜呜呜，收音超大声
1341,疫情当前，快递慢了可以理解，但是为什么我没收到货要我签收呢？东西本身是好的！但是店家不好，习惯好评
1342,佩戴感受：挺好 声音效果：挺好
1343,东西包装很不错 用起来不错
1344,很好不容易打结那种材质  音质很好戴着也很舒服 不容易掉
1345,快递超级超级块，就是耳机会漏音，只不过这价位&hellip;也不应该奢求太多😂
1346,此用户没有填写评论!
1347,耳机音质挺好的价格不贵，满意
1348,耳机充电器都收到了，特殊时期物流也非常快！耳机试听了一下音质非常好！
1349,nice
1350,是正版 到货超级快  质量也很好
1351,质量可以  效果不错    以后还会再来
1352,很不错，用着挺好。
1353,非常好用，很喜欢。
1354,耳机音质不错，快递到的也很快，很好
1355,听音质量很好耐用推荐购买哈哈😄
1356,此用户没有填写评论!
1357,送货速度快，东西实惠。但是质感差了一丢丢
1358,声音清晰送货迅速
1359,好，非常满意，以后还会来的
1360,还不错哦，就是声音有点大，总体很不错
1361,佩戴感受：感觉还可以 耳朵不会不舒服
1362,东西很好，物美价廉，值得购买
1363,宝贝很好是回购了 又便宜又好 疫情期间立即发货工作辛苦了
1364,音质很不错啊 这个价位值了
1365,一分钱一分货。反正就那样。
1366,宝贝收到了，声音很不错，值得拥有
1367,很满意，很喜欢，很强，非常好
1368,售后11很贴心，给好评
1369,质量很好！满意十分！这价格又便宜。赞👍！以收藏！
1370,很好用，快递很快
1371,耳机收到了，跟卖家描述一致，很实惠，快递也很快
1372,耳机挺好的，很抱歉这么久才收获评价，太忙了一直忘记了
1373,音效很好，服务很好，物流也很快哦~
1374,整体还是很好的，价格在这儿了，我买的两副，有一副耳机戴在耳朵里那个地方里面有东西，摇一摇就会响，另外一副还不错，还可以音质也还行！
1375,宝贝很棒哦，朋友推荐的，便宜好用，何乐不为！谢谢店家。
1376,音质很好，快递也很快，很喜欢！
1377,客服2态度好！
1378,一直都用这家的耳机，不错，好评
1379,非常好的一款耳机。音质效果非常的不错
1380,带着很舒服，音质很好，外观很好
1381,发货好快
1382,宝贝收到了，质量很好
1383,耳机不错，这个时候能发货这么及时，卖家用心了，而且还是发的顺风，没毛病
1384,物流很快 这个价位的小东西竟然还发了顺丰快递呢
1385,物流不错，耳机质量很好也很实惠。下次还会来买的。
1386,声音效果：插口处有点接触不良
1387,卖家服务态度非常好 发货速度也很快
1388,很好用，这个价格可以说物美价廉了
1389,耳机音质很好，不错的一次购物
1390,挺好的，一次买了三个
1391,挺好的，一次买了三个
1392,好评，第二次购买了
1393,还不错，便宜了几块钱💰
1394,耳机挺好   声音挺清楚   好评呀
1395,物流很快，音质很好！
1396,客服态度非常好
1397,声音效果方面都很好哦！已经在他们家买过三次了
1398,只有一个耳朵会响，另一个毛声音都没有，问客服客服都不说话
1399,此用户没有填写评论!
1400,线很粗，声音清晰
1401,物流很快，耳机质量挺好
1402,挺好的，这个价格有这个质量不错，平时看剧戴戴
1403,用着不错，音质很好，值得回购
1404,音质很好，听音乐时感觉耳朵很舒服，值得购买。
1405,宝贝很好，线材比别的粗，音效也不错。
1406,耳机很实惠，这个价格性价比高，音质很不错哦！！
1407,很好。哈哈哈红红火火恍恍惚惚哈哈哈哈哈哈
1408,非常喜欢，做工精致
1409,一句话，质优价廉
1410,已经用上了，快递很快，很不错
1411,耳机收到了 音质很好 物有所值
1412,东西挺好的，还可以，好用会再购买。
1413,东西收到了，试了一下挺不错的，疫情这么严重快递小哥还要送货，真心好评
1414,用了，接口非常保险，质量也很好
1415,昨晚刚收到  拿出来用  麦克风就没有用   对方听不见  那是办次品
1416,挺好用的，便宜又实惠
1417,宝贝很好啊，插电脑插手机都可以😊
1418,很不错，买了几次
1419,挺好的，第二次买了
1420,服务态度好，耳机音质也很好
1421,第二次购买，很实惠，耳机质量不错手感很好
1422,声音效果：音质很好
1423,东西和描述的一样，店家送了小卡子，很好用。
1424,佩戴感受不错，音效清楚，很满意
1425,耳机质量很好声音听的也清楚
1426,个人特别费耳机，他家耳机很不错，第二次购买了。
1427,耳机收到了，音质非常好，快递送货速度快，值得好评。
1428,特别喜欢质量挺好的音质也好，会回购的！
1429,物美价廉，好不错
1430,物流超快
1431,此用户没有填写评论!
1432,音质不错 是我想要的 后期还会继续关注的 喜欢～
1433,非常好用，价格也实在，最主要好用。
1434,买耳机我一直都是在他家买，这是第三次回购了！
1435,超级好质量
1436,很好，带着很舒服，非常满意
1437,宝贝很好     我会一直在这家买
1438,耳机非常好，满意
1439,东西非常好。特别的好听。音质也不错
1440,今天试了试，音质不错，耳机的材质也很软
1441,音质非常好，还会继续支持
1442,挺好用的，音质挺清楚，物美价廉吧～(^з^)-☆
1443,耳机音质非常好，包装也很严实
1444,发货速度很快，物美价廉，多次回购了
1445,佩戴感受：戴着舒服，不隔耳朵
1446,不错音质挺好的还送了小盒子
1447,音质很好，而且物流很快!下次有需要定会回购!
1448,此用户没有填写评论!
1449,耳机价格实惠，质量更好。值得购买
1450,便宜实惠，物超所值，很好用，值得购买。
1451,非常好，性价比很高，音质也是想要的效果，赞
1452,物美价廉，很好的一款耳机
1453,快递顺丰，快，目前音质不错。价格实惠。 声音效果：好
1454,很耐用，回购好几次了！便宜又好用，性价比高！加油＾０＾~
1455,宝贝收到了 迫不及待就试了试 满意 好快的快递哟 在疫情期间还这么快就送来了     真心谢谢
1456,觉得这个牌子质量可以哦 一直都在回购
1457,耳机戴上特别的舒服也不掉什么的，音质也是棒棒的。
1458,音质没什么问题，耳机线的手感也不错。
1459,质量品质都非常好值得信赖
1460,是正品，好用，还会再次介绍朋友光顾的!
1461,一次买了2个，价格实惠，音质也不错，发的顺丰，好评！
1462,挺好的  很有质感  音效不错
1463,耳机很快就收到了，便宜又好用，喜欢的小姐妹可以下单呦。
1464,耳机收到了，逼不及待试听了，立体感很好，发顺丰特别快，卖家服务态度很好全五星好评！下次还会来回购
1465,今天刚到的货，还没试，不知道好不好，但价格是真的便宜
1466,音质不好 有时候接触还不好
1467,卖家很给力，这个时候还正常发货，顺丰很快.数据线和耳机都试过了，都是好的.
1468,很好，音质不错
1469,嗯，怎么说呢！这次购物从1月2号下单到1月14号才拿到快递，。。。这中间的各种曲折相信各大淘友是无法体会的，  耳机应该哈忒不错，因为这是第二次购买了，第一次的那条将近用了三个月左右，物超所值了，毕竟也不贵。 期待下次(o^^o)
1470,此用户没有填写评论!
1471,音质挺不错的，听的时候也挺好的
1472,一般，OPPO Reno不匹配说话有电流声，充电说话会有电流声，客服跟我说用酒精擦会好一点，但是只是好一时而已。听歌的话还可以，总体来说一般般，应急能用，快递还是挺快的
1473,其余都好，就是快递，你不打电话那是绝对不给你电话
1474,这个东西很满意，给一个赞
1475,东西非常好，很值得购买。
1476,刚试了下  音质还是挺不错的
1477,很好，发货到货都很快。
1478,请问我是从阎王殿那里买的耳机吗？说一个字能空灵回音上几十遍，我这比加了空灵特效音还厉害啊，耳机一点重量都没有，你这是旗舰店吗？这么差劲的东西怎么拿得出手?两个耳机碰撞的声音都清脆的很，跟别人的耳机根本没法比，我买路边摊的都比你的质量好
1479,刚刚收到货  用了一下 挺好的👌👌👌👌👌👌 用段时间再来追评！！！
1480,东西收到了，不错，好评
1481,东西挺不错，一直在用他家的产品，就是数据线这次发货太慢了，耳机发货还挺快！
1482,这个时候还有这么快的速度收到，真的是太不可思议天猫。
1483,第二次购买，便宜好用，还发了顺丰快递
1484,服务超级好！耳机音质超好！一定要购买
1485,挺好的，就是觉得音量调节键离嘴巴太近了，不舒服。
1486,耳机很棒 帮我成功度过了这个寂寞的冬天
1487,声音效果：不错，已经第五次在这家买了
1488,这款耳机价廉物美，这已是第n次购买了。
1489,这个挺便宜的，用坏了也不心疼。
1490,一起买的，试了一下，耳机的音质真不错，(✪▽✪)
1491,此用户没有填写评论!
1492,好用好用还挺好看 麦都挺好用
1493,发货很快 物超所值 但愿这次耳机寿命长一些
1494,声音效果：耳机收到，看起来还行，用起来很方便，摸着特别有质感，整体来说，颜色是真心没有可以挑剔的，是我钟意的，摸着特别有质感，好看又实用的小东西，推荐购买哦！
1495,质量一般吧
1496,包装很好看哦，刚刚试了一下，音质也不错，物流超赞
1497,试了一下，音质可以的，外观也可以
1498,很不错，声音很棒，一次买两条用
1499,耳机音效很好，比实体店卖的便宜，快递很快
1500,物流快价格便宜音质好还会在购买
1501,可以，便宜
1502,非常满意  感觉手感就很好  大家快快入手  是真的好 物美价廉
1503,收到耳机，好像挺好用，挺漂亮的，还没用，先好评～
1504,此用户没有填写评论!
1505,耳机质量好，快递很给力
1506,音效不错，就是有点漏音
1507,线很长，很好用而且便宜快递也快
1508,耳机收到了声音很好 包装也很完整 快递很快！
1509,便宜没好货
1510,买了三次了 这次买了两条 特别耐用很好 有一条用了5个月 物流也快
1511,回购三次了，音质好派送服务快
1512,此用户没有填写评论!
1513,竟然是顺丰，佩服老板
1514,老顾客了，一直都挺耐用的，音质也不错。
1515,此用户没有填写评论!
1516,沒想到这么好用，又不贵下次还来
1517,回来用了现在还可以，后面在看看好用在来一条
1518,耳机发货速度快 好看也好用 喜欢！
1519,售后11挺好的，耐心回答客人问题，是一个非常好的客服
1520,此用户没有填写评论!
1521,物流快，效果好 ，值得信赖。
1522,不错的耳机，外形时尚，线也挺长，入耳舒服
1523,第二次购买啦！质量不错，推荐哦！
1524,先不说东西，客服真的非常用心。冲着客服给个5⭐
1525,很好，物美价廉。👍
1526,疫情期间，什么都不容易，妥妥好评
1527,东西到了 非常好用 价格实惠
1528,现金自己仔细看休闲裤开心开心
1529,值得拥有
1530,此用户没有填写评论!
1531,第二次买了  还行
1532,声音效果：可以
1533,质量还是那么好，音质不错，五星好评
1534,音质很好很不错，没有杂音外观漂亮速度快服务态度好！
1535,发货快  音质也好
1536,声音效果：非常好
1537,试了一下音质挺好
1538,声音效果：非常棒
1539,第二次买了，音质不错，耐用好评！！！！！！！
1540,好用，两只耳机都是好的，包装也很好
1541,在疫情严重的情况下，物流这么快，谢谢。耳机音质很好，喜欢。
1542,很喜欢 之前买的耳机都用不久 期待这次的使用感受
1543,非常棒！音质很好~发货的速度也很快！
1544,音质一点也不好
1545,耳机还可以 但是这个物流速度 慢得有点夸张
1546,挺好的，按键也好用，音质也可以的。
1547,试用感觉还不错 戴上也比较舒服
1548,好评
1549,耳机挺好，快递也很快
1550,家里耳机被我踩坏了，买了这个耳机，今天早上被电话叫醒，还以为是老板叫上班，没想到是快递小哥，现在这种特殊时期还送快递，真的点个赞
1551,很好 不错 很喜欢 挺舒服的 值得推荐
1552,超级喜欢。都记不清回购多少次了。
1553,非常不错哦，非常满意的一次购物选择！
1554,此用户没有填写评论!
1555,感谢老板在非常时期能够及时发货。非常满意。
1556,耳机很好，很便宜的价格买到这个耳机，还有线控功能，很好！
1557,此用户没有填写评论!
1558,效果特别好，赞，以后还会买
1559,物美价廉，结实耐用，多次回购
1560,音质很好  喜欢  拿到就用上了  好评
1561,不错，非常好，性价比特别高，关键特殊时期发货还特别快，点赞
1562,这耳机也太好使了，感觉音质非常好啊，店家发货也非常快。非常满意，不要犹豫了，快下单吧
1563,没到一周就坏了，呵呵，好评都是刷的吧
1564,试听了一下 音质不错 物超所值 很喜欢
1565,非常好，快递很快就到了，而且质量棒棒的。
1566,耳机不错，能用，期待下次再来买
1567,包装很精美，试听了一下还不错
1568,此用户没有填写评论!
1569,非常好用，在这个性价比简直是超值了，两条很赚
1570,听着音质很好，效果不错，很喜欢
1571,很好
1572,音量什么都都好，就是按那个音量➖的键，它还是会➕，我一般不会用那个键，对我来说影响不是很大，还有就是耳机味道大，剩下的都好看
1573,都没有摔。几天就用不上了。接触不良。
1574,很好，发货物流都很好
1575,这日子口儿，今儿能收到货就不错了，好评，大好评！
1576,宝贝很不错，第二次购买了，客服和快递员也很满意，介意亲们选这款
1577,第二次买，很好用，过年期间发货也很快好评
1578,总体还行，其他要戴段时间再说
1579,多次购买了，质量很好！会一如既往的支持！
1580,已经是第二次购买了 很好用
1581,辛苦了 十分感谢！
1582,东西收到了，速度快，非常好。
1583,质量不错
1584,包装很好
1585,非常好 到货快 这种情况能这么快 非常好
1586,给家人用的母亲感觉还可以
1587,此用户没有填写评论!
1588,挺好的，用骑士卡买的。不要钱。
1589,很好店家！疫情期间很快收到！👍音质好！
1590,听歌可以买，连麦不怎么好
1591,快递很快，帮了大忙，声音效果也很好。
1592,声音效果：好
1593,耳机真的是又便宜又好用啊！就靠它了！
1594,买个两个嘻嘻，耳机质感摸着比普通那种更有手感，插头那里的小设计还蛮戳我的，这个价钱也很棒啦。插头那里还有保护套，可以调音量就很适合我这种打电话声音调最小也嫌大的人了哈哈哈哈哈
1595,音质挺好的😄
1596,音效非常的好
1597,雅莉，今年的演唱会可能延期了，但是还是等你，加油
1598,音质不错很不错大家值得买
1599,先不说宝贝好不好，就说商家这个服务，很棒，在疫情期间能做到这样，已经很不错了，物流好的不是一星半点宝贝就算有问题，依然好评
1600,用的不错的，给妈妈用的
1601,因为之前在这里买的耳机坏了，所以第二次购买。也因为疫情的问题所以我以为要很久才能拿到。没想到今天拿到还是顺丰。真的非常谢谢店家！希望这次疫情快点过去，也祝店里生意兴隆！
1602,质量很好，价钱也不贵，好评！
1603,比较好用下次还会再来
1604,好！发货很快！
1605,第二次购买了，很好用的耳机
1606,此用户没有填写评论!
1607,可以，这价格还发顺丰，不错了！
1608,耳机很好，下次还会来买
1609,疫情期间，发货速度依然迅速，十分给力！！！
1610,有响不错，够大声
1611,耳机很好啊，音质杠杠的，顺丰物流很快
1612,宝贝非常好！！音质也很好！喜欢！喜欢！
1613,佩戴感受：很舒服 声音效果：不错 很清晰 外观材质：白色的，材质不容易坏
1614,很好救急了，这个时候还发货这么快，给力
1615,此用户没有填写评论!
1616,音质还行吧！
1617,非常好的耳机，值得购买，以后还会在他家买！
1618,耳机质量很好而且还便宜，物流很快！满意
1619,第二次在这家网店购物 商家很真诚做生意   售后12也很给力 还会再光顾这家店 祝商家生意兴隆
1620,佩戴感受：还可以挺舒服的 声音效果：可以 外观材质：可以 特色功能：不错
1621,音质不好
1622,质量太差
1623,音质不行
1624,音质很好
1625,此用户没有填写评论!
1626,很好用，服务态度好
1627,面对疫情快递还如此贴心，感恩感谢。已经第三次购买了，音质不错，喜欢
1628,耳机便宜又好用 值得购买
1629,还可以，戴上挺舒服的，不振耳
1630,宝贝不错
1631,东西不错
1632,挺好的看着
1633,耳机刚收到，试了下，感觉不错！
1634,此用户没有填写评论!
1635,耳机有一边是坏的  问了客服还不回信息的那种
1636,宝贝很好哦，很符合期待值，值得购买哦
1637,耳机收到了 这个价格买到两根真的是太值了 一黑一白都挺喜欢的 买之前一直怕价格这么便宜会不会质量不好 但是收到货以后完全打消了这个想法 嘻嘻！
1638,耳机有点小问题，向客服反应后解决了，夸夸客服11。
1639,非常好，已经多次购买了
1640,此用户没有填写评论!
1641,物美价廉，买了几次了。音质好，还顺丰快递。
1642,音质不错，特殊时期，物流一点都没耽误
1643,外观材质：好
1644,外形很漂亮，还是价格允许范围内不错的
1645,非常好看，音质很好，价格实惠，值得购买
1646,好好好 这个价格还顺丰包邮 发货很快 很实惠啦！
1647,塔菲克 耳机原装正品入耳式通用男女生有线6s适用iPhone苹果vivo华为小米oppo手机安卓x9x20r15r17高音质耳塞
1648,宝贝很好
1649,此用户没有填写评论!
1650,物廉价美，质量很好，非常满意。
1651,佩戴感受：耳朵很痛 声音效果：还好吧 外观材质：和苹果耳机一样
1652,你们的质量很好，我很满意。
1653,质量好发货超快，非常时期给个好评
1654,发货快，东西真的很不错！
1655,好评哦，之前也在这家买的，买它买它
1656,买了好几次了，每次都是个人问题才从新换的，质量很不错
1657,第二次购买了，挺好用的
1658,非常的好用，可以！棒棒哒
1659,又好用又便宜大赞五星
1660,此用户没有填写评论!
1661,多次回购性价比高 还发了顺丰
1662,此用户没有填写评论!
1663,外观好看，音质也不错，值得购买，物美价廉
1664,此用户没有填写评论!
1665,佩戴感受：非常的舒服 声音效果：音效非常的好， 外观材质：不错，还便宜
1666,值得购买，非常满意
1667,很不错，音质很好，物美价廉，美滋滋
1668,要扁头的，发成圆头的了，也能用
1669,不错的耳机 买了两个 音质不错
1670,这家店铺的耳机很好用的哦，是正品。没什么问题的呀，而且价格合理性价比很高，真的是超级值的呀，音质超清晰的了，而且隔音效果是真的好呀，戴上去基本听不到外面的声音了，质量也很强硬的，效果真的好，跟图片上描述的一模一样，耳机包装精致，是我喜欢的的包装
1671,购买了两次，售后服务还是不错的，有问必答！
1672,高端大气上档次低调奢华有内涵
1673,戴着很舒服 音质不错
1674,耳机不错，值这个价钱的
1675,此用户没有填写评论!
1676,宝贝收到非常好不错，而且客服态度和服务非常到位，以后继续在购物
1677,质量挺好的，用着也很舒适，物美价廉
1678,好，很好，下次还来买的
1679,音质很好 不错 客服态度也很棒哦
1680,很棒的宝贝
1681,很好用买过很多次了
1682,挺不错的，买第二次了
1683,很好用，售后很棒👍🏻
1684,已经购买好几比了，用习惯这个去用其他品牌的直接不想用，喜欢重低音可以购买，我个人觉得音质很，价格也不贵。
1685,我买的是黑白两支的款，音质之好，超出我的想象！我之前买过其他品牌（还是手机名牌出品的）同等价位（另两个品牌还贵点）耳机，这三个品牌的耳机，反复用同一首歌（比如降央卓玛的 美丽的草原我的家）对比，这款耳机完胜！一是对乐器的表现，能很清晰地分辨出乐器，而是人声的吐词（应该属于高频部分）清晰很多！无论是高中低音，这款耳机表现好得多！太满意了！
1686,非常好我很满意哈哈哈哈哈哈哈哈哈
1687,耳机不错，音质很好，客服不错
1688,还不错，耳机可以
1689,挺好的，希望能用的久一点，喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢
1690,非常漂亮的耳机，音质声音好，价格也很实惠。
1691,感觉挺好的。物美价廉。超值的一款耳机
1692,物美价廉值得购买！！！！
1693,耳机很好哦已经是第n次购买了
1694,耳机已收到，刚听了一下，音质很好的，谢谢老板
1695,用了不到一天就坏了😑
1696,卖家给发了顺丰 耳机效果也不错
1697,发货快，收到以后用着还好，暂时好评
1698,发货速度很快，拿到后马上试了一下，音质很好，物超所值！
1699,特殊时期物流给力，耳机也很好
1700,耳机非常好用，价格很实在，我很喜欢
1701,此用户没有填写评论!
1702,佩戴感受：很好 声音效果：音质很好 外观材质：干净好看
1703,此用户没有填写评论!
1704,我还以为是麦在一侧的  结果是中间的
1705,满意的一次购物
1706,收到快递啦，还是挺快滴，急需耳机
1707,很快，二十四小时都没有就到了
1708,在这样的一个全国物流流通受阻的情况下能及时的把货发出来，相当不错了。而且买的两个耳机一黑一白都挺不错的，试了一下音质很好。顺丰包邮还是这个价格绝对值啊！
1709,特别好用已经第二次回购了
1710,不错，音质非常好，很满意的一次购物！
1711,此用户没有填写评论!
1712,不好，才几天就坏了
1713,佩戴感受：轻便。舒服 声音效果：音质澎湃。 外观材质：看起来不错，触感舒服 特色功能：接打电话方便
1714,没用一天就坏了
1715,耳机很好我很喜欢
1716,音质不错，挺好用的
1717,发过来的时候耳机出了点小问题  然后把货都退回去了 客服2号 的态度特别好 还有7号 反正他们都很耐心的解决了我的小问题  耳机音效也是棒棒的  感觉很值
1718,很好(✪▽✪)
1719,东西不错，好评！
1720,年前不小心把耳机线扯断了，很开心这家店过年不打烊，大年二十九东西就到了武汉，可惜，武汉发生了疫情，快递员一直没派送，今天终于给我投到丰巢里面了，还是和以前一样好用，第二次买了。像我这么耗耳机的人，一定要买两条才有安全感。包装很好，耳机戴着也很稳，不容易脱落。棒棒哒👍
1721,回购了好几次~
1722,线够粗，音质不错
1723,耳机🎧音质不错！
1724,耳机听歌质量好
1725,还不错，挺好用的，而且非常划算。
1726,发货快，并且质量挺好的
1727,耳机音效非常，质量不错
1728,买了好几次了挺好的
1729,耳机音质超好质量也挺不错的做工精细值得购买
1730,耳机收到了，试了一下还可以没有杂音，好用又实惠。
1731,耳机挺好的，无论外观，还是音质，都物超所值，推荐购买
1732,已经第二次买了，很好用，喜欢
1733,店家服务态度又好，耳机又好用声音真好，好用，非常感谢，祝店家生意兴隆。
1734,耳机的音质非常好！值得购买。
1735,挺好的，声音清楚
1736,快递是真的绝对好评！！！商家也辛苦了这这种特殊时期。耳机真🉑🉑
1737,物美价廉，经济适用，卖家发货及时物流快捷，好评
1738,物有所值
1739,用起来还不错
1740,此用户没有填写评论!
1741,不知道怎么样，没有去取，
1742,买了两个很好用
1743,用了好几年这家的耳机了，很不错，物美价廉。
1744,一点也不好用
1745,和图片有差异
1746,白色的好看，耳机很耐用，音色很好。
1747,一白一黑，两个耳机都可以
1748,第三次回购了 很好用 客服态度好
1749,还不错的耳机，买了两幅换着用
1750,此用户没有填写评论!
1751,宝贝收到了，特别好。
1752,音质一般，有一点杂音，，但是便宜，，这个价钱买到还是不错的，好评
1753,买过无数次了，便宜好用，音质质量没得说，耳机也算耗材，用得久了线打结之类的就不好了，这个价格也不心疼，随便换一个新的，不知道买了多少个了在他家，真心好评，我一般都不评价，今天说这么多，真的是好
1754,此耳机不怎么好，扦插进怎么没有声音？包装也不好，好像用过的一样。
1755,此用户没有填写评论!
1756,真的非常不错，客服服务态度也好
1757,很好，满意
1758,挺好的，喜欢
1759,好 性价比高
1760,此用户没有填写评论!
1761,用几天就坏了
1762,无语了这耳机。。。
1763,我觉得很ok
1764,耳机质量挺好的，关键是活动优惠，物超所值！
1765,物美价廉，非常非常好！还会再来
1766,音质不错，是我想要的款，满意
1767,物美价廉
1768,物美价廉
1769,物超所值
1770,物美价廉
1771,价廉物美
1772,物美价廉
1773,我很满意
1774,此用户没有填写评论!
1775,耳机很好用
1776,很不错，包装很好看
1777,宝贝很好，音质特别好，物美价廉
1778,有一点漏音，其他还好，不错
1779,买的升级版两条，都是分别拿独立的盒子装的，原封包装，不散，用了几个小时了，还不错
1780,此用户没有填写评论!
1781,音质很好，没有什么杂音。客服态度也很好。
1782,第二次购买了，质量很好。值得购买！
1783,服务态度好，商品好，物流快
1784,发货很快
1785,挺好的 快递也很快！
1786,今天收到货了，挺好的价格不贵，音质也挺好的，性价比很高，下次还来这里买
1787,物超所值！下次会回购！
1788,此用户没有填写评论!
1789,很好，已经第二次购买了。
1790,耳机收到了，还是顺丰哦，效果不错👍
1791,正品优质。
1792,好用！很值！
1793,有异声，吵
1794,佩戴感受：挺舒服 声音效果：音质挺好的 外观材质：不错，挺好看的
1795,我爱死客服和这个耳机了
1796,耳机很好用👏
1797,耳机很好！
1798,收到，点赞！
1799,此用户没有填写评论!
1800,正常的耳机
1801,感觉不错
1802,耳机很nice
1803,音质很好，很喜欢
1804,非常不错的耳机，物美价廉。
1805,耳机包装很不错，很高大上，里面音色不错。
1806,音质不错，客服态度好，大赞！
1807,回购的第3次 超级nice 快递很快 服务态度很好
1808,物流太快了第二天货就收到了，试用了一下，听音乐的效果杠杠的，音质也不错，这个价格质量也这样的好已经很划算了。
1809,还可以吧
1810,此用户没有填写评论!
1811,还可以吧
1812,都很好～
1813,音质不很错，很喜欢。
1814,先不说物流超级慢，因为疫情的原因可以理解，但是这个耳机跟上一个严重不符，音质特别差，听东西听不清，我在这家买了3条了，以为会一直很好，但是他家耳机特别容易坏，不就是不出音就是耳机头老是掉，这次发的这个耳机超级不好，耳机头部都没对齐，最重要的是音效特别差，跟上几次买的都不一样
1815,一直买这家的耳机，发货块，不错👍
1816,宝贝收到，质量很好，很满意，快递速度很
1817,声音效果：音质不错 佩戴感受：跟原装感觉一样 很不错的体验
1818,耳机一如既往的好用，好评！
1819,很好用。买了好几次
1820,不错，就是不知道能用多长时间
1821,外观材质：好看哦  使用且价格优惠
1822,物流非常给力，音质非常好，物美价廉。
1823,买过很多次了，作为日常的便携式耳机非常不错，十几块钱能买两个不同颜色的加强型耳机可以说非常超值了。如果朋友有需要的话，我也会推荐这家店铺。 佩戴感受：比较舒适，躺着也很好 声音效果：很有性价比 外观材质：塑料质感光华 特色功能：加强版可以调节音量和暂停
1824,耳机质量很好，音质很棒，价格不贵，好评！！！！
1825,之前耳机弄坏了这个质量确实很好，现在出门买个东西也费劲，顺丰给力
1826,成年人的世界真难
1827,耳机还是一路既往的ok购买三回了 只不过自己不小心爱弄坏
1828,挺好的，第二次在这里买了，现在也有在按时发货，好评！
1829,物美价廉，顺丰包邮，挺好的
1830,耳机质量很好，很实惠，物流也很快。
1831,物美价廉，放心购买！
1832,音质不错，值得购买。
1833,非常满意，快递非常快！音质也不错！
1834,第二次买了
1835,非常好！快递也很快，发货很及时！
1836,此用户没有填写评论!
1837,耳机音质特别好，物流也特别快，客服态度很好，值得购买哦
1838,挺好，音质不错，发货快！赞
1839,此用户没有填写评论!
1840,这个价钱买到的耳机音质还是比较好的，戴着也舒服，用的时间也很长，还会来。
1841,音质不错，很喜欢！
1842,感谢店家，还发的顺丰。耳机非常好用
1843,回来3天就没了
1844,一点都不会用
1845,收到了，很满意，疫情下速度好快！谢谢了！
1846,佩戴感受：戴上很舒适， 声音效果：音质效果不错 外观材质：美观大方 特色功能：调音开关都不错
1847,此用户没有填写评论!
1848,挺好的，快递很快，客服也很贴心，质量挺好的
1849,小盒子很结实，可以留着平时收纳耳机。线比较软，韧性好。带话筒，音量键。入耳舒服没有不适感，性价比很高的3.5耳机。
1850,很好
1851,这耳机非常不错，我很喜欢。
1852,三次回购，这次买的款式没有之前的好，主要是调节器那里
1853,耐斯👌买它👌
1854,快递还是很快的，三天就到了，好评
1855,音质不错，物流也挺快，还不错
1856,多次回购，物美价廉，满意~
1857,吹爆物流真的
1858,耳机非常好用，音质很好，包装什么的也非常到位，音量的调节也正常，质量非常棒，对于像我这种经常不小心就把耳机给弄坏的伙伴来说，是福音阿！
1859,到了(*^▽^)/★*☆
1860,多次购买了，很不错
1861,客服态度非常好
1862,服务态度良好
